player_ids,price_change_this_night,net_transfers_in_out_since_last_price_change,net_transfers_in_out_since_yesterday,price_change_so_far_for_this_event ,total_active_players_estimate,players_injured,player_prices_today,net_transfers_in_out_overall_as_of_today
160,0,0,0,0,5430193,False,40,-292297
161,0,0,0,0,5430193,False,47,-6021
162,0,0,0,0,5430193,False,44,-2451
163,0,0,0,0,5430193,False,48,-1986
164,0,0,0,0,5430193,False,45,-2801
165,0,0,0,0,5430193,False,50,-3266
166,0,0,0,0,5430193,False,39,721
167,0,0,0,0,5430193,False,39,-11698
168,0,0,0,-1,5430193,False,47,3963
169,0,0,0,0,5430193,False,39,-3153
170,0,0,0,0,5430193,False,48,-2798
171,0,0,0,0,5430193,False,40,-1750
172,0,0,0,0,5430193,False,43,-15684
173,0,0,0,0,5430193,False,44,-2625
174,0,0,0,0,5430193,False,49,-3063
175,0,0,0,0,5430193,False,40,-1043
176,0,0,0,0,5430193,False,43,-16150
177,0,0,0,0,5430193,False,53,-9609
178,0,0,0,0,5430193,False,40,373265
179,0,0,0,0,5430193,False,40,-1361
180,0,0,0,0,5430193,False,49,-2564
181,0,0,0,0,5430193,False,39,1631
182,0,0,0,0,5430193,False,44,-6016
183,0,0,0,0,5430193,False,55,-14946
184,0,0,0,0,5430193,False,46,-10482
200,0,0,0,0,5430193,False,50,-50
475,0,0,0,0,5430193,False,47,-8454
594,0,0,0,0,5430193,False,53,10909
596,0,0,0,0,5430193,False,45,-2312
600,0,0,0,0,5430193,True,47,-3946
605,0,0,0,0,5430193,True,48,12
608,0,0,0,0,5430193,False,49,-576
622,0,0,0,0,5430193,False,40,-3068
660,0,0,0,0,5430193,False,50,4508
674,0,0,0,0,5430193,False,40,930
675,0,0,0,0,5430193,False,50,1399
694,0,0,0,0,5430193,False,50,-51
706,0,0,0,0,5430193,False,54,388
126,0,0,0,0,5430193,False,45,-204806
145,0,0,0,0,5430193,True,45,-30968
185,0,0,0,0,5430193,False,40,-909
186,0,0,0,0,5430193,False,43,-6320
187,0,0,0,0,5430193,False,50,-82904
188,0,0,0,0,5430193,False,65,-2001
189,0,0,0,0,5430193,False,45,-100
190,0,0,0,0,5430193,False,40,-288
191,0,0,0,0,5430193,False,44,4107
192,0,0,0,0,5430193,False,40,-530
193,0,0,0,0,5430193,False,49,8254
194,0,0,0,0,5430193,False,43,-16228
195,0,0,0,0,5430193,False,54,-1020376
196,0,0,0,0,5430193,False,42,-179216
197,0,0,0,0,5430193,True,47,338853
198,0,0,0,0,5430193,True,48,-30616
199,0,0,0,0,5430193,False,48,-212888
201,0,0,0,0,5430193,True,44,-2498
202,0,0,0,0,5430193,False,54,-9830
203,0,0,0,0,5430193,False,42,539542
206,0,0,0,0,5430193,True,53,-1242724
207,0,0,0,0,5430193,False,68,-52599
208,0,0,0,0,5430193,False,53,908
210,0,0,0,0,5430193,False,63,-187542
211,0,0,0,0,5430193,False,68,-1106134
212,0,0,0,0,5430193,False,74,-7548
213,0,0,0,0,5430193,False,55,-404
214,0,0,0,0,5430193,False,43,-4855
215,0,0,0,0,5430193,False,40,-4161
216,0,0,0,0,5430193,False,71,434356
217,0,0,0,0,5430193,False,50,52777
218,0,0,0,0,5430193,False,54,-15420
362,0,0,0,0,5430193,False,58,3915535
589,0,0,0,0,5430193,False,50,-998
609,0,0,0,0,5430193,False,51,-7637
611,0,0,0,0,5430193,False,49,154620
613,0,0,0,0,5430193,True,44,-1706
623,0,0,0,0,5430193,False,45,-9752
659,0,0,0,0,5430193,False,39,172
667,0,0,0,0,5430193,True,49,-203
671,0,0,0,0,5430193,False,40,-360
677,0,0,0,0,5430193,False,45,1904
680,0,0,0,0,5430193,False,40,188
681,0,0,0,0,5430193,False,45,-47
687,0,0,0,0,5430193,False,45,107958
716,0,0,0,0,5430193,False,40,810
717,0,0,0,0,5430193,False,45,1135
718,0,0,0,0,5430193,False,45,150
723,0,0,0,0,5430193,False,40,285
758,0,0,0,0,5430193,False,45,48
791,0,0,0,0,5430193,False,45,28
7,0,0,0,0,5430193,True,43,-9937
219,0,0,0,0,5430193,False,43,26596
220,0,0,0,0,5430193,False,48,1336179
221,0,0,0,0,5430193,False,54,-10606
222,0,0,0,0,5430193,False,44,-3982
223,0,0,0,0,5430193,True,49,-3433
224,0,0,0,0,5430193,False,44,-3804
225,0,0,0,0,5430193,False,54,-74123
226,0,0,0,0,5430193,False,60,-1181893
227,0,0,0,0,5430193,False,44,-67853
228,0,0,0,0,5430193,False,44,155129
229,0,0,0,0,5430193,False,49,-21
230,0,0,0,0,5430193,False,45,9851
231,0,0,0,0,5430193,False,47,-26616
232,0,0,0,0,5430193,False,49,23603
233,0,0,0,0,5430193,False,39,-2412
234,0,0,0,0,5430193,False,46,284349
235,0,0,0,0,5430193,False,40,-9906
236,0,0,0,0,5430193,False,59,143490
237,0,0,0,0,5430193,False,45,-1552
238,0,0,0,0,5430193,False,39,10580
239,0,0,0,0,5430193,False,43,-1711
240,0,0,0,0,5430193,False,49,-7753
241,0,0,0,0,5430193,False,40,-47338
242,0,0,0,0,5430193,True,45,-10245
243,0,0,0,0,5430193,False,39,-27677
385,0,0,0,0,5430193,False,44,-8328
615,0,0,0,0,5430193,False,48,-659
657,0,0,0,0,5430193,False,45,329
658,0,0,0,0,5430193,False,45,-2374
720,0,0,0,0,5430193,False,45,1211
721,0,0,0,0,5430193,False,45,204
724,0,0,0,0,5430193,False,45,189
763,0,0,0,0,5430193,False,40,437
792,0,0,0,0,5430193,False,45,762
244,0,0,0,0,5430193,True,44,-16110
245,0,0,0,0,5430193,False,41,308216
246,0,0,0,0,5430193,False,58,-8379
247,0,0,0,0,5430193,False,44,-3239
248,0,0,0,0,5430193,True,48,-2842
249,0,0,0,0,5430193,True,55,22589
250,0,0,0,0,5430193,False,49,3256
251,0,0,0,0,5430193,False,44,-2144
252,0,0,0,0,5430193,False,43,-7707
253,0,0,0,0,5430193,False,53,-29036
254,0,0,0,0,5430193,False,48,-2853
255,0,0,0,0,5430193,False,40,-131967
257,0,0,0,0,5430193,False,43,-9249
259,0,0,0,0,5430193,False,54,32013
260,0,0,0,0,5430193,False,46,565247
261,0,0,0,0,5430193,False,47,-11022
262,0,0,0,0,5430193,False,44,-7361
263,0,0,0,0,5430193,False,45,-446719
264,0,0,0,0,5430193,False,45,-3627
265,0,0,0,0,5430193,False,46,384122
266,0,0,0,0,5430193,False,39,-7754
579,0,0,0,0,5430193,False,39,-1678
588,0,0,0,0,5430193,False,44,-43903
601,0,0,0,0,5430193,False,52,-8364
624,0,0,0,0,5430193,False,45,739
645,0,0,0,0,5430193,False,48,-2756
649,0,0,0,0,5430193,False,45,-1311
650,0,0,0,0,5430193,False,44,40
661,0,0,0,0,5430193,False,55,11651
691,0,0,0,0,5430193,False,57,6768
719,0,0,0,0,5430193,False,45,214
760,0,0,0,0,5430193,False,45,30
761,0,0,0,0,5430193,False,40,297
256,0,0,0,0,5430193,True,53,-41313
267,0,0,0,0,5430193,False,53,-12280
268,0,0,0,0,5430193,False,49,4390
269,0,0,0,0,5430193,False,50,-1004
270,0,0,0,0,5430193,False,53,-1530
271,0,0,0,0,5430193,False,44,-25674
272,0,0,0,0,5430193,False,44,-1491
273,0,0,0,0,5430193,False,44,-7053
274,0,0,0,0,5430193,False,40,-9530
275,0,0,0,0,5430193,False,48,750071
276,0,0,0,0,5430193,False,43,-15923
277,0,0,0,0,5430193,False,40,-37355
278,0,0,0,0,5430193,False,74,-340859
279,0,0,0,0,5430193,False,44,-15878
280,0,0,0,0,5430193,False,50,7147
281,0,0,0,0,5430193,False,45,-2486
282,0,0,0,0,5430193,False,45,-60135
283,0,0,0,0,5430193,False,44,70916
284,0,0,0,0,5430193,False,39,-7979
285,0,0,0,0,5430193,False,44,-35375
286,0,0,0,0,5430193,False,43,14882
287,0,0,0,0,5430193,False,46,-270904
288,0,0,0,0,5430193,True,53,-5126
558,0,0,0,0,5430193,False,52,43706
591,0,0,0,0,5430193,False,53,4869
610,0,0,0,0,5430193,True,44,-18877
625,0,0,0,0,5430193,False,39,-1297
651,0,0,0,0,5430193,False,45,-750
652,0,0,0,0,5430193,False,45,18
662,0,0,0,0,5430193,True,49,-661
683,0,0,0,0,5430193,False,45,605
688,0,0,0,0,5430193,False,45,53013
692,0,0,0,0,5430193,False,40,1200
707,0,0,0,0,5430193,False,45,452
732,0,0,0,0,5430193,False,40,471
796,0,0,0,0,5430193,False,45,0
289,0,0,0,0,5430193,False,39,-8933
290,0,0,0,0,5430193,False,85,351447
291,0,0,0,0,5430193,False,57,351791
292,0,0,0,0,5430193,True,47,-3959
293,0,0,0,0,5430193,False,75,187350
294,0,0,0,0,5430193,False,79,725288
295,0,0,0,0,5430193,False,48,-7627
296,0,0,0,0,5430193,False,50,-1104
297,0,0,0,0,5430193,False,72,-419107
298,0,0,0,0,5430193,False,45,118890
299,0,0,0,0,5430193,False,50,-810
300,0,0,0,0,5430193,False,49,-1115
301,0,0,0,0,5430193,False,37,107935
302,0,0,0,0,5430193,False,49,13542
303,0,0,0,0,5430193,False,74,5647
304,0,0,0,0,5430193,False,58,-847455
305,0,0,0,0,5430193,True,48,-11803
306,0,0,0,0,5430193,False,40,-16276
307,0,0,0,0,5430193,False,64,-243441
308,0,0,0,0,5430193,True,131,-712267
309,0,0,0,0,5430193,False,71,-23853
310,0,0,0,0,5430193,True,47,-17694
311,0,0,0,0,5430193,True,46,176514
312,0,0,0,0,5430193,False,40,-2451
313,0,0,0,0,5430193,False,63,452339
626,0,0,0,0,5430193,False,40,6290
627,0,0,0,0,5430193,False,44,-678
628,0,0,0,0,5430193,True,44,-2816
629,0,0,0,0,5430193,False,44,-541
668,0,0,0,0,5430193,True,54,998
708,0,0,0,0,5430193,False,50,4784
726,0,0,0,0,5430193,False,40,366
728,0,0,0,0,5430193,False,39,222
743,0,0,0,0,5430193,False,45,34
756,0,0,0,0,5430193,False,40,5
757,0,0,0,0,5430193,False,40,12520
782,0,0,0,0,5430193,False,45,46
783,0,0,0,0,5430193,False,45,20
21,0,0,0,0,5430193,False,49,-880
52,0,0,0,0,5430193,True,44,-67361
314,0,0,0,0,5430193,False,48,1315
315,0,0,0,0,5430193,True,39,-11373
316,0,0,0,0,5430193,False,39,-470104
317,0,0,0,0,5430193,False,46,-5046
318,0,0,0,0,5430193,False,40,2009
319,0,0,0,0,5430193,False,49,-3701
320,0,0,0,0,5430193,False,48,-910
321,0,0,0,0,5430193,False,45,437629
322,0,0,0,0,5430193,False,49,-1868
323,0,0,0,0,5430193,False,40,-42437
324,0,0,0,0,5430193,False,45,-229482
325,0,0,0,0,5430193,False,45,-1473
326,0,0,0,0,5430193,False,50,37761
327,0,0,0,0,5430193,False,45,-17384
328,0,0,0,0,5430193,False,49,-5559
329,0,0,0,0,5430193,False,50,-203
330,0,0,0,0,5430193,False,44,1028
331,0,0,0,0,5430193,False,45,-16697
332,0,0,0,0,5430193,False,44,-15874
333,0,0,0,0,5430193,False,39,-2095
334,0,0,0,0,5430193,False,44,-4449
335,0,0,0,0,5430193,False,43,-10014
336,0,0,0,0,5430193,False,45,-25339
337,0,0,0,0,5430193,False,45,-597
338,0,0,0,0,5430193,False,40,-829
339,0,0,0,0,5430193,False,44,-25172
340,0,0,0,0,5430193,False,43,-22709
393,0,0,0,0,5430193,False,40,171731
553,0,0,0,0,5430193,False,42,-8759
575,0,0,0,0,5430193,True,42,-7434
582,0,0,0,0,5430193,False,47,-3383
586,0,0,0,0,5430193,False,47,-6688
602,0,0,0,0,5430193,False,40,-251833
614,0,0,0,0,5430193,False,45,13015
630,0,0,0,0,5430193,False,49,12082
631,0,0,0,0,5430193,True,49,-249
648,0,0,0,0,5430193,False,40,-692
665,0,0,0,0,5430193,False,44,-102
682,0,0,0,0,5430193,False,40,1066
727,0,0,0,0,5430193,False,50,16386
729,0,0,0,0,5430193,False,45,158
734,0,0,0,0,5430193,False,45,247
341,0,0,0,0,5430193,False,49,-136246
342,0,0,0,0,5430193,False,50,75747
343,0,0,0,0,5430193,False,70,2790289
344,0,0,0,0,5430193,False,65,91731
345,0,0,0,0,5430193,False,44,3593
346,0,0,0,0,5430193,False,58,-250122
347,0,0,0,0,5430193,False,39,-1565
348,0,0,0,0,5430193,False,45,-36
349,0,0,0,1,5430193,False,107,1271340
350,0,0,0,0,5430193,False,55,-153642
352,0,0,0,0,5430193,False,55,-203768
353,0,0,0,0,5430193,False,80,1967995
354,0,0,0,0,5430193,False,72,-386859
355,0,0,0,1,5430193,False,140,-3386983
356,0,0,0,0,5430193,False,47,-75573
357,0,0,0,0,5430193,False,49,-32113
358,0,0,0,0,5430193,False,43,-18076
359,0,0,0,0,5430193,False,75,-5586
361,0,0,0,0,5430193,False,38,-3177
363,0,0,0,0,5430193,False,44,-1938
365,0,0,0,0,5430193,False,56,-74248
366,0,0,0,0,5430193,False,38,-20372
367,0,0,0,0,5430193,False,39,87
368,0,0,0,0,5430193,False,53,-2138146
369,0,0,0,1,5430193,False,55,1284253
566,0,0,0,0,5430193,False,48,-15288
616,0,0,0,0,5430193,False,48,-65605
678,0,0,0,0,5430193,False,65,214137
762,0,0,0,0,5430193,False,45,30
771,0,0,0,0,5430193,False,45,30
209,0,0,0,0,5430193,False,68,-258267
370,0,0,0,0,5430193,False,45,-715
371,0,0,0,0,5430193,False,44,-2588
372,0,0,0,0,5430193,False,68,-83315
373,0,0,0,0,5430193,False,82,-1564393
374,0,0,0,0,5430193,False,40,-11707
375,0,0,0,0,5430193,False,40,-13696
376,0,0,0,0,5430193,False,53,-304537
377,0,0,0,0,5430193,False,51,121914
379,0,0,0,0,5430193,False,58,-31172
380,0,0,0,0,5430193,False,40,-20344
381,0,0,0,0,5430193,False,50,-10484
382,0,0,0,0,5430193,False,48,293071
383,0,0,0,0,5430193,False,43,3122
384,0,0,0,0,5430193,False,40,-5507
386,0,0,0,0,5430193,False,45,-2365
387,0,0,0,0,5430193,False,42,35547
388,0,0,0,0,5430193,False,44,12743
389,0,0,0,0,5430193,False,43,-4090
390,0,0,0,0,5430193,True,64,-14014
391,0,0,0,0,5430193,False,47,-487309
392,0,0,0,0,5430193,False,46,106015
394,0,0,0,0,5430193,False,42,4015
395,0,0,0,0,5430193,False,49,-169042
396,0,0,0,0,5430193,False,84,-3478424
397,0,0,0,0,5430193,False,67,-62678
398,0,0,0,0,5430193,False,52,-2057567
399,0,0,0,0,5430193,False,44,-959
400,0,0,0,0,5430193,False,47,-3244
401,0,0,0,0,5430193,False,44,-113255
597,0,0,0,0,5430193,False,48,-1560817
617,0,0,0,0,5430193,False,68,194906
632,0,0,0,0,5430193,False,44,-474
669,0,0,0,0,5430193,False,40,781
685,0,0,0,0,5430193,False,45,84
695,0,0,0,0,5430193,False,40,9527
703,0,0,0,0,5430193,False,40,89462
709,0,0,0,0,5430193,False,50,3602
748,0,0,0,0,5430193,False,45,209
766,0,0,0,0,5430193,False,40,357
768,0,0,0,0,5430193,False,40,88
204,0,0,0,0,5430193,False,43,-10052
402,0,0,0,0,5430193,False,62,-399780
403,0,0,0,0,5430193,True,42,-399774
404,0,0,0,0,5430193,False,40,-2270
405,0,0,0,0,5430193,False,45,-1199416
406,0,0,0,0,5430193,False,58,-148922
407,0,0,0,0,5430193,False,44,118065
408,0,0,0,0,5430193,False,40,-972
409,0,0,0,0,5430193,False,42,761245
410,0,0,0,0,5430193,False,49,-3919
411,0,0,0,0,5430193,False,39,-395
412,0,0,0,0,5430193,False,61,1980645
413,0,0,0,0,5430193,False,44,-3929
414,0,0,0,0,5430193,False,44,-4259
415,0,0,0,0,5430193,False,76,-533335
416,0,0,0,0,5430193,True,58,-72754
417,0,0,0,0,5430193,False,44,-573
418,0,0,0,0,5430193,False,45,-645
419,0,0,0,0,5430193,False,41,392798
420,0,0,0,0,5430193,False,40,-864
421,0,0,0,0,5430193,False,48,6693
422,0,0,0,0,5430193,False,40,-3169
423,0,0,0,0,5430193,False,48,-15597
424,0,0,0,0,5430193,True,53,-641110
425,0,0,0,0,5430193,False,43,-5966
426,0,0,0,0,5430193,False,60,-5363
427,0,0,0,0,5430193,False,52,295004
428,0,0,0,0,5430193,True,42,-12085
429,0,0,0,0,5430193,False,52,-151722
430,0,0,0,0,5430193,False,67,313944
431,0,0,0,0,5430193,False,40,-8216
432,0,0,0,0,5430193,True,53,-16732
433,0,0,0,0,5430193,True,78,-572303
580,0,0,0,0,5430193,False,39,-3183
581,0,0,0,0,5430193,False,39,9149
603,0,0,0,0,5430193,True,62,-251118
633,0,0,0,0,5430193,False,43,91470
634,0,0,0,0,5430193,False,39,307
635,0,0,0,0,5430193,False,45,12415
738,0,0,0,0,5430193,False,45,326
739,0,0,0,0,5430193,False,45,976
745,0,0,0,0,5430193,False,44,638
794,0,0,0,0,5430193,False,45,0
795,0,0,0,0,5430193,False,45,0
23,0,0,0,0,5430193,False,40,-8950
28,0,0,0,0,5430193,False,39,-81101
205,0,0,0,0,5430193,False,47,608
378,0,0,0,0,5430193,False,51,69695
434,0,0,0,0,5430193,False,45,-1131
435,0,0,0,0,5430193,False,43,2777
436,0,0,0,0,5430193,True,45,-4305
437,0,0,0,0,5430193,False,63,-24807
438,0,0,0,0,5430193,False,39,-7829
439,0,0,0,0,5430193,True,45,7127
440,0,0,0,0,5430193,False,45,-347
441,0,0,0,0,5430193,False,45,-2326
442,0,0,0,0,5430193,False,53,-7378
443,0,0,0,0,5430193,False,48,-45299
444,0,0,0,0,5430193,False,40,-9815
445,0,0,0,0,5430193,False,44,-2148
446,0,0,0,0,5430193,False,49,-1870
447,0,0,0,0,5430193,False,57,-102572
448,0,0,0,0,5430193,False,40,-11555
449,0,0,0,0,5430193,False,43,-6263
451,0,0,0,0,5430193,False,48,-1543
452,0,0,0,0,5430193,False,45,-497
453,0,0,0,0,5430193,False,50,-784
454,0,0,0,0,5430193,False,40,-7139
455,0,0,0,0,5430193,False,44,-4556
456,0,0,0,0,5430193,False,44,-2463
457,0,0,0,0,5430193,False,45,-1266
458,0,0,0,0,5430193,False,49,-1133
459,0,0,0,0,5430193,False,45,-389
460,0,0,0,0,5430193,False,40,-8892
461,0,0,0,0,5430193,False,44,-3788
462,0,0,0,0,5430193,False,45,-5064
463,0,0,0,0,5430193,False,48,-2553
464,0,0,0,0,5430193,False,45,-27188
465,0,0,0,0,5430193,False,44,7189
466,0,0,0,0,5430193,False,44,-104659
467,0,0,0,0,5430193,False,43,-11218
468,0,0,0,0,5430193,False,50,115502
469,0,0,0,0,5430193,False,43,-4029
470,0,0,0,0,5430193,False,48,-2171
604,0,0,0,0,5430193,True,45,5208
636,0,0,0,0,5430193,False,39,-1245
637,0,0,0,0,5430193,False,39,-593
679,0,0,0,0,5430193,False,44,5912
696,0,0,0,0,5430193,False,45,5677
710,0,0,0,0,5430193,False,45,3105
711,0,0,0,0,5430193,False,45,-47
712,0,0,0,0,5430193,False,50,2063
713,0,0,0,0,5430193,True,49,155
