player_ids,price_change_this_night,net_transfers_in_out_since_last_price_change,net_transfers_in_out_this_day,price_change_so_far_for_this_event ,total_active_players_estimate,players_injured,player_prices_today,net_transfers_in_out_overall_as_of_today,player_name
72,,-252,-147,0,4995264,False,46,-16077,Kluivert
73,,-2,-2,0,4995264,False,49,-1190,Lowe
74,,-86,-18,0,4995264,False,43,-865,Marcondes
75,,-10,-3,0,4995264,False,43,-4602,Mepham
76,,-362,-84,0,4995264,False,46,-31456,Moore
77,,10985,4232,0,4995264,False,46,238798,Neto
78,,-2,1,0,4995264,False,47,-4063,O.Dango
79,,0,0,0,4995264,False,45,-110,Pearson
80,,-215,-68,0,4995264,False,40,-20187,Randolph
81,,-13,-2,0,4995264,False,48,-1141,Rothwell
82,,7238,1385,0,4995264,False,45,57450,Semenyo
83,,34895,9690,0,4995264,False,45,336665,Senesi
84,,45,6,0,4995264,False,44,6726,Smith
85,,166512,74873,0,4995264,False,69,1770981,Solanke
86,,-221,-224,0,4995264,False,54,35226,Tavernier
87,,-6,0,0,4995264,False,47,-1558,Hamed Traorè
88,,-49,-17,0,4995264,False,40,-8583,Travers
89,,-209,-93,0,4995264,False,44,6800,Zabarnyi
90,,219,51,0,4995264,False,44,-11833,Ajer
91,,-93,-30,0,4995264,False,39,-6627,Balcombe
92,,-1023,-390,0,4995264,False,43,-209972,Baptiste
93,,-30,-9,0,4995264,False,40,-13517,Bech
94,,0,0,0,4995264,False,45,-133,Bidstrup
95,,-1,0,0,4995264,False,50,-3540,Canós
96,,-577,-170,0,4995264,False,45,9667,Collins
97,,-5,0,0,4995264,False,40,-543,Cox
98,,-27,-16,0,4995264,False,48,-7942,Damsgaard
99,,-9,-3,0,4995264,True,47,-9702,Dasilva
100,,-4,-1,0,4995264,False,45,-843,Dervişoğlu
101,,11514,4485,0,4995264,False,45,145804,Flekken
102,,-409,-95,0,4995264,False,39,-1652,Goode
103,,-559,-139,0,4995264,True,43,-172929,Henry
104,,-90,-20,0,4995264,True,44,-19676,Hickey
105,,-185,-59,0,4995264,False,53,-1364,Janelt
106,,-3543,-1064,0,4995264,False,54,-2169,Jensen
107,,-391,-112,0,4995264,False,47,2668,Lewis-Potter
108,,-7130,-1268,0,4995264,True,68,-457246,Mbeumo
109,,2057,640,0,4995264,False,48,-402826,Mee
110,,-726,-175,0,4995264,False,53,1649,Nørgaard
111,,82,18,0,4995264,False,49,-331,Onyeka
112,,-54893,-14311,0,4995264,True,46,52326,Pinnock
113,,23287,3263,0,4995264,False,50,176393,Raya
114,,-24,6,0,4995264,False,44,926,Roerslev
115,,-19,-3,0,4995264,True,52,-7608,Schade
116,,-2533,-763,0,4995264,False,39,115921,Strakosha
117,,35121,28806,0,4995264,False,82,978195,Toney
118,,-1,-1,0,4995264,False,45,-1705,Trevitt
119,,2525,1567,0,4995264,False,56,-246647,Wissa
120,,83,-76,0,4995264,False,43,-23810,Yarmoliuk
121,,8,-1,0,4995264,False,43,-4020,Zanka
122,,62239,16803,0,4995264,False,50,58932,Adingra
123,,-11,-1,0,4995264,False,44,-10657,Alzate
124,,-4,-1,0,4995264,False,45,-4581,Ayari
125,,2230,648,0,4995264,False,47,2625,Buonanotte
126,,-435,-241,0,4995264,False,45,-204207,Caicedo
127,,-3,0,0,4995264,False,45,-3907,Connolly
128,,-54,-12,0,4995264,False,48,-10717,Dahoud
129,,40282,40282,1,4995264,False,51,-17177,Dunk
130,,-61,5,0,4995264,False,50,-339717,Enciso
131,,-6535,-962,0,4995264,False,50,-2381977,Estupiñan
132,,-378,2766,0,4995264,False,58,-236713,Ferguson
133,,-189,-59,0,4995264,False,49,10666,Gilmour
134,,134867,75066,1,4995264,False,65,427557,Gross
135,,-75054,-18500,0,4995264,True,53,-1641125,João Pedro
136,,-9,-2,0,4995264,False,40,-2401,Karbownik
137,,-1,0,0,4995264,False,45,-132,Kozłowski
138,,-14,-7,0,4995264,False,49,-3877,Lallana
139,,14677,3211,0,4995264,False,39,-224363,Lamptey
140,,-1031,-177,0,4995264,True,61,-222319,March
141,,-107,-22,0,4995264,False,39,-1130,McGill
142,,-152,-28,0,4995264,True,48,-15043,Milner
143,,51080,14518,0,4995264,False,64,-2393494,Mitoma
144,,22,-3,0,4995264,False,44,-3285,Moder
145,,-4592,-1387,0,4995264,False,45,-85492,Sanchez
146,,-7,-1,0,4995264,False,45,-1585,Sarmiento
147,,0,0,0,4995264,False,40,-35,Scherpen
148,,-1256,-717,0,4995264,False,42,-317104,Steele
149,,0,0,0,4995264,False,55,-4471,Undav
150,,35701,10238,1,4995264,False,41,230087,Van Hecke
151,,-4,-6,0,4995264,False,43,-69426,Veltman
152,,3198,1075,0,4995264,False,44,-12595,Verbruggen
153,,155,32,0,4995264,False,42,-17431,Webster
154,,26632,13727,0,4995264,False,57,-135143,Welbeck
155,,-320,-66,0,4995264,False,44,-78892,Zeqiri
156,,7490,1242,0,4995264,False,42,25750,Agyei
157,,12804,2302,0,4995264,False,38,156642,Al-Dakhil
158,,-4,-1,0,4995264,False,49,-2363,Bastien
159,,3,0,0,4995264,False,52,-13750,Benson
160,,-3185,-1059,0,4995264,False,40,-312826,Beyer
161,,-13,17,0,4995264,False,47,-8740,Brownhill
162,,-22,-7,0,4995264,False,44,-2587,Churlinov
163,,10,4,0,4995264,False,48,-1962,Cork
164,,-3,-1,0,4995264,False,45,-2823,Costelloe
165,,-16,-5,0,4995264,False,50,-3342,Cullen
166,,-465,-126,0,4995264,False,39,-2075,Egan-Riley
167,,-36,-46,0,4995264,False,39,-11321,Ekdal
168,,-1864,-403,0,4995264,True,47,-3152,Foster
169,,-261,-66,0,4995264,False,39,-4720,Franchi
170,,3,9,0,4995264,False,48,-2892,Gudmundsson
171,,-8,-2,0,4995264,False,40,-1774,McNally
172,,-33,-8,0,4995264,False,43,-15843,Muric
173,,1013,322,0,4995264,False,44,-348,O'Shea
174,,-43,-9,0,4995264,False,49,-3397,Obafemi
175,,-3,-1,0,4995264,False,40,-1067,Peacock-Farrell
176,,-275,-63,0,4995264,False,43,-17982,Roberts
177,,-161,-29,0,4995264,False,53,-12450,Rodriguez
178,,-3334,-1148,0,4995264,False,40,294038,Taylor
179,,-4,-2,0,4995264,False,40,-1397,Thomas
180,,-1,0,0,4995264,False,49,-2570,Twine
181,,-139,-30,0,4995264,False,39,1397,Vigouroux
182,,-120,-24,0,4995264,False,44,-6105,Vitinho
183,,-13,-1,0,4995264,False,55,-14992,Weghorst
184,,-35,-8,0,4995264,False,46,-10701,Zaroury
185,,-2,0,0,4995264,False,40,-925,Ampadu
186,,-202,-39,0,4995264,False,42,-7586,Andrey
187,,-36,-8,0,4995264,False,50,-83138,Arrizabalaga
188,,-4,-1,0,4995264,False,65,-2019,Aubameyang
189,,0,0,0,4995264,False,45,-100,Azpilicueta
190,,0,0,0,4995264,False,40,-291,Baba
191,,-543,-137,0,4995264,True,44,-295,B.Badiashile
192,,13,3,0,4995264,False,40,-429,Bettinelli
193,,-883,-219,0,4995264,False,49,11857,Broja
194,,137,13,0,4995264,False,43,-16005,Chalobah
195,,3503,-30,0,4995264,False,54,-1016071,Chilwell
196,,-7980,-2397,0,4995264,True,42,-136191,Chukwuemeka
197,,-8046,-3995,0,4995264,False,47,45764,Colwill
198,,-335,-58,0,4995264,True,48,-32367,Cucurella
199,,-846,-534,0,4995264,False,48,-213895,Enzo
200,,5865,2347,0,4995264,False,50,19600,D.D.Fofana
201,,-5,-2,0,4995264,True,44,-2508,W.Fofana
202,,-52,-310,0,4995264,False,54,-6790,Gallagher
203,,-540,-4602,0,4995264,False,42,478840,Gusto
204,,-67,-12,0,4995264,False,43,-10443,Hall
205,,24212,5431,0,4995264,False,47,37054,Hudson-Odoi
206,,-1982,-365,0,4995264,True,53,-1254862,James
207,,-41,-8,0,4995264,False,68,-52847,Lukaku
208,,-586,-145,0,4995264,False,53,-2685,Madueke
209,,-337,-64,0,4995264,True,68,-259818,Mount
210,,-1961,-423,0,4995264,False,63,-201594,Mudryk
211,,-1995,-454,0,4995264,False,68,-1132495,N.Jackson
212,,-10026,-2330,0,4995264,False,73,-50339,Nkunku
213,,0,0,0,4995264,False,55,-406,Pulisic
214,,-39,-4,0,4995264,False,43,-4959,M.Sarr
215,,-11,-3,0,4995264,False,40,-4230,Slonina
216,,-7889,-4001,0,4995264,False,69,231287,Sterling
217,,-24562,-4587,0,4995264,False,50,-23231,T.Silva
218,,-6,0,0,4995264,False,54,-15462,Ziyech
219,,-727,-223,0,4995264,False,43,19723,Ahamada
220,,30103,11894,0,4995264,False,47,1153834,Andersen
221,,9307,3641,0,4995264,False,54,-3035,J.Ayew
222,,-18,0,0,4995264,False,44,-4728,Clyne
223,,-23,-3,0,4995264,True,49,-3644,C.Doucouré
224,,-40,-8,0,4995264,False,44,-4045,Ebiowei
225,,5268,3196,0,4995264,False,54,-81764,Edouard
226,,-7481,-1706,0,4995264,True,60,-1271221,Eze
227,,-101,-29,0,4995264,False,44,-68460,Guaita
228,,-16393,-4763,0,4995264,True,43,13097,Guéhi
229,,-75,-20,0,4995264,True,49,-91,Hughes
230,,2151,1370,-1,4995264,False,44,-24523,Johnstone
231,,360,63,0,4995264,False,47,-26090,Lerma
232,,17640,9380,0,4995264,False,49,27875,Mateta
233,,-3,12,0,4995264,False,39,-2588,Matthews
234,,12143,4805,0,4995264,False,45,237300,Mitchell
235,,-28,-5,0,4995264,False,40,-10035,O'Brien
236,,-5928,-3227,-1,4995264,True,57,36583,Olise
237,,-5,-3,0,4995264,False,45,-1579,Plange
238,,3684,1169,0,4995264,False,39,14232,C.Richards
239,,71,10,0,4995264,False,43,-1374,Riedewald
240,,-1,-5,0,4995264,False,49,-8676,Schlupp
241,,-197,-65,0,4995264,False,40,-48418,Tomkins
242,,725,289,0,4995264,False,45,-10492,Ward
243,,146,54,0,4995264,False,39,-26333,Whitworth
244,,-171,-35,0,4995264,True,44,-17899,André Gomes
245,,27710,7280,0,4995264,False,42,519887,Branthwaite
246,,1964,1705,0,4995264,False,58,-14601,Calvert-Lewin
247,,84,29,0,4995264,False,44,-2871,Coleman
248,,3,-1,0,4995264,True,48,-2856,Dele
249,,1669,635,0,4995264,False,55,9218,A.Doucoure
250,,-131,-48,0,4995264,False,49,2288,Garner
251,,-3,-1,0,4995264,False,44,-2164,Gbamin
252,,186,67,0,4995264,False,43,-6998,Godfrey
253,,-16,-5,0,4995264,False,53,-29148,Gray
254,,6,5,0,4995264,False,48,-2787,Gana
255,,-336,-119,0,4995264,False,40,-132690,Holgate
256,,-217,-41,0,4995264,False,53,-51649,Iwobi
257,,-174,-33,0,4995264,False,43,-10916,Keane
258,,-133,308,0,4995264,False,49,33529,Maupay
259,,206,200,0,4995264,False,54,16806,McNeil
260,,-1703,-16201,0,4995264,False,46,583467,Mykolenko
261,,471,135,0,4995264,False,47,-12163,Onana
262,,-161,-60,0,4995264,False,44,-8901,Patterson
263,,38493,8604,1,4995264,False,46,-248916,Pickford
264,,-10,-4,0,4995264,False,45,-3676,Simms
265,,15310,7750,0,4995264,False,46,379287,Tarkowski
266,,-404,-92,0,4995264,False,39,-10544,J.Virginia
267,,-2633,-751,0,4995264,False,53,-28228,Andreas
268,,-169,-36,0,4995264,False,49,2607,Cairney
269,,-2,-2,0,4995264,False,50,-1010,I.Cavaleiro
270,,39,0,0,4995264,False,53,730,De Cordova-Reid
271,,255,61,0,4995264,False,44,-26758,Diop
272,,-38,-7,0,4995264,False,44,-1680,Francois
273,,-18,-2,0,4995264,False,44,-7135,Knockaert
274,,-21,-6,0,4995264,False,40,-9685,Kongolo
275,,-24599,-6947,0,4995264,False,48,675310,Leno
276,,-158,-86,0,4995264,False,43,-16028,Lukić
277,,-120,-44,0,4995264,False,40,-38008,Mbabu
278,,-103,-13,0,4995264,False,74,-341405,Mitrović
279,,33967,10760,0,4995264,False,44,77674,Muniz
280,,-4866,-946,0,4995264,False,50,5195,J.Palhinha
281,,-436,-117,0,4995264,False,45,-5429,Ream
282,,-244,-77,0,4995264,False,45,-61390,Reed
283,,22151,4481,0,4995264,False,44,125366,Robinson
284,,-148,-56,0,4995264,False,39,-8487,Rodák
285,,-65,-22,0,4995264,False,44,-37960,Tete
286,,-1106,-323,0,4995264,False,43,12777,Tosin
287,,-2435,-542,0,4995264,False,45,-289901,Vinícius
288,,-168,-35,0,4995264,False,53,-9417,Wilson
289,,-59,-23,0,4995264,False,39,-9727,Adrián
290,,-177625,-41308,-1,4995264,True,85,-665500,Alexander-Arnold
291,,-121556,-30618,0,4995264,True,58,184270,A.Becker
292,,-3,1,0,4995264,True,47,-3977,Bajcetic
293,,-315550,-112008,0,4995264,False,76,452679,Darwin
294,,-982211,-297910,0,4995264,True,83,1022606,Diogo J.
295,,-3280,-816,0,4995264,False,48,6954,Elliott
296,,-1,0,0,4995264,False,50,-1109,Fabinho
297,,2748,1888,0,4995264,False,72,-427430,Gakpo
298,,-25860,-9156,0,4995264,False,46,172139,Gomez
299,,0,0,0,4995264,False,50,-812,Henderson
300,,-4601,-1595,0,4995264,True,49,1711,Jones
301,,31290,7549,0,4995264,False,37,265258,Kelleher
302,,-4969,-3900,0,4995264,False,49,38831,Konaté
303,,-66113,-25935,0,4995264,False,75,308257,Luis Díaz
304,,3376,411,0,4995264,False,58,-819788,Mac Allister
305,,-253,-38,0,4995264,True,48,-13108,Matip
306,,-55,-9,0,4995264,False,40,-16580,Phillips
307,,-13403,-6426,0,4995264,False,64,-60112,Robertson
308,,133574,1757,0,4995264,False,130,-742940,Salah
309,,-11929,-1990,0,4995264,False,71,-127055,Szoboszlai
310,,-45,-4,0,4995264,True,47,-17715,Thiago
311,,-6909,-2655,0,4995264,False,45,117656,Tsimikas
312,,-8,-1,0,4995264,False,40,-2525,Van den Berg
313,,-70912,-24955,0,4995264,False,64,759862,Virgil
314,,-106976,-34966,0,4995264,False,49,366168,Adebayo
315,,-1392,-446,0,4995264,True,39,-21459,Andersen
316,,665,-895,0,4995264,False,39,-407393,Bell
317,,-10,-7,0,4995264,False,46,-4879,Berry
318,,-261,-126,0,4995264,False,40,6641,Burke
319,,-7,-1,0,4995264,False,49,-3726,Campbell
320,,-21,-10,0,4995264,False,48,-585,Clark
321,,-26360,-11111,0,4995264,False,46,847578,Doughty
322,,-3,0,0,4995264,False,49,-1878,Freeman
323,,-152,-38,0,4995264,False,40,-43333,Macey
324,,-315,-74,0,4995264,False,45,-231781,McAtee
325,,-2,0,0,4995264,False,45,-1487,Mendes
326,,2568,-1009,0,4995264,False,50,225958,Morris
327,,-35,-11,0,4995264,False,45,-17624,Muskwe
328,,1009,651,0,4995264,False,49,-1270,Ogbene
329,,0,0,0,4995264,False,50,-203,Onyedinma
330,,-1879,-709,0,4995264,False,44,16438,Osho
331,,-26,-5,0,4995264,False,45,-16916,Pepple
332,,-31,-8,0,4995264,False,44,-16048,Pereira
333,,203,28,0,4995264,False,39,-331,Potts
334,,-12,-3,0,4995264,False,44,-4510,Rea
335,,-93,-21,0,4995264,False,43,-10351,Shea
336,,-51,-13,0,4995264,False,45,-25657,Taylor
337,,-2,0,0,4995264,False,45,-610,Thorpe
338,,-6,-3,0,4995264,False,40,-857,Walton
339,,-53,-13,0,4995264,False,44,-25562,Watson
340,,88,0,0,4995264,False,43,-21896,Woodrow
341,,8103,2991,0,4995264,False,49,-169227,Akanji
342,,10619,-129,0,4995264,False,51,489970,Aké
343,,-112663,-14651,0,4995264,False,67,1840153,J.Alvarez
344,,-12482,-2318,-1,4995264,False,63,-173259,Bernardo
345,,92,47,0,4995264,False,44,2320,Bobb
346,,-171,-26,0,4995264,False,58,-251031,Cancelo
347,,68,-13,0,4995264,False,38,-1547,Carson
348,,0,0,0,4995264,False,45,-36,Charles
349,,-104963,-30896,0,4995264,False,108,1787138,De Bruyne
350,,7089,2014,0,4995264,False,55,-146776,Rúben
351,,-24,-9,0,4995264,False,44,2242,Doyle
352,,17456,4292,0,4995264,False,55,-180872,Ederson M.
353,,15749,10604,1,4995264,False,81,2411463,Foden
354,,-3487,-681,0,4995264,True,72,-411156,Grealish
355,,56786,27192,0,4995264,False,144,-1221138,Haaland
356,,-138,-23,0,4995264,False,47,-76803,Kovačić
357,,-28,-4,0,4995264,False,49,-32213,Laporte
358,,-683,-174,0,4995264,False,43,-23813,R.Lewis
359,,-1,0,0,4995264,False,75,-5616,Mahrez
360,,2439,522,0,4995264,False,44,80659,McAtee
361,,1821,110,0,4995264,False,37,-9581,Ortega Moreno
362,,-146741,-64705,0,4995264,False,58,3667446,Palmer
363,,-1,0,0,4995264,False,44,-1960,Perrone
364,,-613,-105,0,4995264,False,47,-1437,Phillips
365,,14022,2775,0,4995264,False,56,-17007,Rodrigo
366,,2635,93,0,4995264,False,38,-17864,Sergio Gómez
367,,-339,-81,0,4995264,False,39,-3057,Steffen
368,,1379,501,0,4995264,False,53,-2120100,Stones
369,,52371,14884,0,4995264,False,55,1149315,Walker
370,,0,0,0,4995264,False,45,-718,Alex Telles
371,,-6,9,0,4995264,False,44,-2595,Amad
372,,-61,36,0,4995264,False,68,-84700,Antony
373,,22146,15035,0,4995264,False,82,-1604477,B.Fernandes
374,,-32,-6,0,4995264,False,40,-11893,B.Williams
375,,-57,-8,0,4995264,False,40,-13917,Bailly
376,,-359,42,0,4995264,False,53,-302962,Casemiro
377,,82651,42852,1,4995264,False,52,336798,Dalot
378,,8995,2314,0,4995264,False,51,78583,Elanga
379,,-168,-23,0,4995264,False,58,-32175,Eriksen
380,,-45,-5,0,4995264,False,40,-20608,Fernandez
381,,-6,-1,0,4995264,False,50,-10518,Fred
382,,144960,46290,1,4995264,False,50,752132,Garnacho
383,,-245,-50,0,4995264,False,43,1020,Hannibal
384,,-70,-16,0,4995264,False,40,-5983,Heaton
385,,393,-26,0,4995264,False,44,-10837,Henderson
386,,437,217,0,4995264,False,45,-2693,Lindelof
387,,23690,6140,0,4995264,False,42,152483,Maguire
388,,5784,1168,0,4995264,False,44,65445,Mainoo
389,,-3,-1,0,4995264,True,43,-4098,Malacia
390,,-204,-35,0,4995264,True,64,-15315,Martial
391,,-2135,-344,0,4995264,True,47,-498882,Martinez
392,,5663,1165,0,4995264,False,46,143744,McTominay
393,,-1331,-780,0,4995264,False,39,152633,Mengi
394,,-744,-174,0,4995264,False,42,-438,Pellistri
395,,5603,1908,0,4995264,False,49,-163663,R.Varane
396,,12088,9622,0,4995264,False,84,-3490707,Rashford
397,,-75,-12,0,4995264,False,67,-63095,Sancho
398,,-18815,-7531,0,4995264,True,52,-2062702,Shaw
399,,-166,-31,0,4995264,False,44,-1512,Shoretire
400,,-16,-2,0,4995264,False,47,-3371,Van de Beek
401,,-3406,-740,0,4995264,True,44,-138023,Wan-Bissaka
402,,-6262,-1498,0,4995264,False,61,-430684,Almirón
403,,-634,-458,0,4995264,True,42,-405012,Anderson
404,,-5,-2,0,4995264,False,40,-2302,Ashby
405,,95,-325,0,4995264,False,45,-1148975,Botman
406,,486,52,0,4995264,False,58,-107136,Bruno G.
407,,-5583,-2460,0,4995264,False,44,165343,Burn
408,,-1,-1,0,4995264,False,40,-992,Darlow
409,,-12772,-4757,0,4995264,False,42,801706,Dubravka
410,,-4,-1,0,4995264,False,49,-3940,Fraser
411,,-28,-9,0,4995264,False,39,-509,Gillespie
412,,21693,3041,0,4995264,False,61,1484308,Gordon
413,,-11,-5,0,4995264,False,44,-3979,Hayden
414,,-7,-2,0,4995264,False,44,-4304,Hendrick
415,,-25744,-4009,0,4995264,False,75,-1048247,Isak
416,,-613,-104,0,4995264,True,58,-78137,Joelinton
417,,-9,-4,0,4995264,False,44,-577,Krafth
418,,0,0,0,4995264,False,45,-651,Kuol
419,,-11155,-4361,0,4995264,False,40,256284,Lascelles
420,,-2,-1,0,4995264,False,40,-878,J.Lewis
421,,-754,-363,0,4995264,False,48,23032,Longstaff
422,,-37,-8,0,4995264,False,40,-3362,Manquillo
423,,-129,-50,0,4995264,False,48,-14574,J.Murphy
424,,-5836,-1197,0,4995264,True,53,-676607,Pope
425,,3385,596,0,4995264,False,43,-1472,Ritchie
426,,-5,0,0,4995264,False,60,-5381,Saint-Maximin
427,,-50207,-6367,1,4995264,False,54,559819,Schär
428,,-60,-9,0,4995264,True,42,-12329,Targett
429,,-369,-62,0,4995264,False,52,-153539,Tonali
430,,-1410,-2814,0,4995264,False,69,899051,Trippier
431,,-49,-10,0,4995264,False,40,-8422,Watts
432,,-25,2,0,4995264,False,53,-16924,Willock
433,,-7617,-1531,0,4995264,True,78,-600855,Wilson
434,,-2,-1,0,4995264,False,45,-1138,B.Aguilera
435,,-23,-30,0,4995264,False,43,2629,Arter
436,,-1308,-255,0,4995264,False,45,-12727,Aurier
437,,10187,4499,0,4995264,False,63,-1279,Awoniyi
438,,-27,-5,0,4995264,False,39,-8019,Biancone
439,,-89,-61,0,4995264,True,45,2526,Boly
440,,0,0,0,4995264,False,45,-351,Bowler
441,,-3,-1,0,4995264,False,45,-2343,Cook
442,,-66,-19,0,4995264,False,53,-7715,Danilo
443,,-74,-10,0,4995264,False,48,-45711,Dennis
444,,-21,-4,0,4995264,False,40,-9941,Dräger
445,,391,74,0,4995264,False,44,-1626,Felipe
446,,-5,-2,0,4995264,False,49,-1891,Freuler
447,,-707,-93,0,4995264,False,57,-123852,Gibbs-White
448,,-22,-4,0,4995264,False,40,-11723,Hennessey
449,,-118,-16,0,4995264,False,43,-6927,Horvath
450,,-4674,-1532,0,4995264,False,58,-14608,Johnson
451,,6,5,0,4995264,False,48,-1561,Kouyaté
452,,-2,0,0,4995264,False,45,-504,Laryea
453,,-75,-13,0,4995264,False,50,-1379,Mangala
454,,-31,-5,0,4995264,False,40,-7273,Mbe Soh
455,,-104,-22,0,4995264,False,44,-5381,McKenna
456,,-6,-2,0,4995264,False,44,-2492,Mighten
457,,7,-2,0,4995264,False,45,-1158,Niakhaté
458,,-1,0,0,4995264,False,49,-1144,O'Brien
459,,0,0,0,4995264,False,45,-390,Ojeda
460,,-24,-5,0,4995264,False,40,-9051,Panzo
461,,-5,-1,0,4995264,False,44,-3816,O.Richards
462,,-8,0,0,4995264,False,45,-5109,G.Scarpa
463,,-4,-3,0,4995264,False,48,-2577,J.Shelvey
464,,-84,-19,0,4995264,False,45,-27574,Surridge
465,,-141,-28,0,4995264,False,44,4295,Toffolo
466,,-221,-48,0,4995264,False,44,-106195,Ui-jo
467,,869,164,0,4995264,False,43,-10082,Williams
468,,-7980,-1862,0,4995264,True,48,2615,Wood
469,,-116,-24,0,4995264,False,43,-4743,Worrall
470,,0,3,0,4995264,False,48,-2228,Yates
471,,-115,-37,0,4995264,False,43,-27277,Ahmedhodžić
472,,-245,-57,0,4995264,False,39,-2692,Amissah
473,,-7575,-2829,0,4995264,False,38,-806289,Baldock
474,,-454,-149,0,4995264,True,39,-16862,Basham
475,,-42,-13,0,4995264,False,47,-9108,Berge
476,,-165,-80,0,4995264,False,45,1759,Bogle
477,,41,20,0,4995264,False,49,-4991,Brewster
478,,-71,-15,0,4995264,False,44,-1996,Coulibaly
479,,-22,0,0,4995264,False,40,-5631,A.Davies
480,,-21,-2,0,4995264,True,43,-10782,Egan
481,,-6,-3,0,4995264,False,49,-700,Fleck
482,,-412,-172,0,4995264,False,45,-4888,Foderingham
483,,50,21,0,4995264,True,48,-981,Jebbison
484,,-105,-30,0,4995264,True,43,-5551,Lowe
485,,55,46,0,4995264,False,54,-2231,McBurnie
486,,-3,-1,0,4995264,False,55,-2163,Ndiaye
487,,-528,-106,0,4995264,True,39,7292,Norrington-Davies
