player_ids,price_change_this_night,net_transfers_in_out_since_last_price_change,net_transfers_in_out_this_day,price_change_so_far_for_this_event ,total_active_players_estimate,players_injured,player_prices_today,net_transfers_in_out_overall_as_of_today,player_name
38,,0,0,0,4585382,False,58,-43156,Coutinho
39,,-1,-1,0,4585382,False,49,-18443,Davis
40,,-6,-6,0,4585382,False,49,-1511,Dendoncker
41,,56,56,0,4585382,False,44,-12681,Diego Carlos
42,,6062,6062,0,4585382,False,46,125522,Digne
43,,16727,16727,0,4585382,False,57,1211140,Douglas Luiz
44,,49,49,0,4585382,False,50,255,Duran
45,,-19,-19,0,4585382,False,39,-6467,Hause
46,,4,4,0,4585382,False,44,-2237,Iroegbunam
47,,-16,-16,0,4585382,True,50,-4811,Kamara
48,,1275,1275,0,4585382,False,45,21996,Konsa
49,,1984,1984,0,4585382,False,53,463279,Martinez
50,,-3828,-3828,0,4585382,False,54,67027,McGinn
51,,-61,-61,0,4585382,True,41,-1064721,Mings
52,,-85,-85,0,4585382,True,43,-80064,Nakamba
53,,-46,-46,0,4585382,False,39,-31966,Olsen
54,,-2,-2,0,4585382,False,45,-10918,Philogene
55,,-80,-80,0,4585382,False,59,-5193,J.Ramsey
56,,0,0,0,4585382,False,45,-627,Sanson
57,,0,0,0,4585382,False,40,-389,Sinisalo
58,,112,112,0,4585382,False,56,-73232,Tielemans
59,,0,0,0,4585382,False,50,-2035,Bertrand Traoré
60,,20489,20489,0,4585382,False,90,3343352,Watkins
61,,-1,-1,0,4585382,False,50,-793,Wesley
62,,-2,-2,0,4585382,False,49,-11271,Anthony
63,,-211,-211,0,4585382,False,51,-48866,Billing
64,,-7,-7,0,4585382,False,47,-6380,Brooks
65,,-52,-52,0,4585382,False,50,3297,Christie
66,,-1553,-1553,0,4585382,False,50,19175,L.Cook
67,,0,0,0,4585382,False,45,-394,Siriki
68,,2,2,0,4585382,True,43,-1616,Fredericks
69,,-14,-14,0,4585382,True,40,-15888,Hill
70,,-21,-21,0,4585382,True,45,-481,Kelly
71,,-5,-5,0,4585382,False,43,-3487,Kilkenny
72,,-4216,-4216,0,4585382,False,46,50128,Kluivert
73,,-1,-1,0,4585382,False,49,-1201,Lowe
74,,-8,-8,0,4585382,False,43,-1109,Marcondes
75,,-70,-70,0,4585382,False,43,-1061,Mepham
76,,-20,-20,0,4585382,False,46,-32459,Moore
77,,-5790,-5790,0,4585382,False,47,580097,Neto
78,,31,31,0,4585382,False,47,-3785,O.Dango
79,,0,0,0,4585382,False,45,-111,Pearson
80,,-38,-38,0,4585382,False,40,-21241,Randolph
81,,-1,-1,0,4585382,False,48,-1179,Rothwell
82,,-536,-536,0,4585382,False,45,151858,Semenyo
83,,-9658,-9658,0,4585382,True,46,307016,Senesi
84,,-2213,-2213,0,4585382,False,44,69570,Smith
85,,-64257,-64257,0,4585382,False,72,2891013,Solanke
86,,-8157,-8157,1,4585382,False,55,158984,Tavernier
87,,0,0,0,4585382,False,47,-1581,Hamed Traorè
88,,-4,-4,0,4585382,False,40,-8720,Travers
89,,-4765,-4765,0,4585382,False,45,399851,Zabarnyi
90,,1942,1942,0,4585382,False,44,-5311,Ajer
91,,-17,-17,0,4585382,False,39,-7128,Balcombe
92,,-167,-167,0,4585382,False,43,-215877,Baptiste
93,,-1,-1,0,4585382,False,40,-13667,Bech
94,,0,0,0,4585382,False,45,-134,Bidstrup
95,,0,0,0,4585382,False,50,-3553,Canós
96,,10874,10874,0,4585382,False,45,38202,Collins
97,,0,0,0,4585382,False,40,-551,Cox
98,,23,23,0,4585382,False,48,-7974,Damsgaard
99,,-2,-2,0,4585382,True,47,-9754,Dasilva
100,,0,0,0,4585382,False,45,-850,Dervişoğlu
101,,11882,11882,0,4585382,False,45,177570,Flekken
102,,-37,-37,0,4585382,False,39,-2898,Goode
103,,-52,-52,0,4585382,True,43,-174583,Henry
104,,-10,-10,0,4585382,True,44,-20006,Hickey
105,,383,383,0,4585382,False,53,-1147,Janelt
106,,2434,2434,0,4585382,False,54,-7040,Jensen
107,,238,238,0,4585382,False,47,2154,Lewis-Potter
108,,-151,-151,0,4585382,False,67,-475947,Mbeumo
109,,-1113,-1113,0,4585382,True,48,-453786,Mee
110,,-179,-179,0,4585382,True,53,-1980,Nørgaard
111,,133,133,0,4585382,False,49,255,Onyeka
112,,-1283,-1283,0,4585382,True,45,-42868,Pinnock
113,,338,338,0,4585382,False,50,118563,Raya
114,,10369,10369,0,4585382,False,44,35564,Roerslev
115,,0,0,0,4585382,True,52,-7668,Schade
116,,-296,-296,0,4585382,False,39,103992,Strakosha
117,,62381,62381,0,4585382,False,81,916411,Toney
118,,0,0,0,4585382,False,45,-1714,Trevitt
119,,19504,19504,0,4585382,False,56,-165976,Wissa
120,,-106,-106,0,4585382,False,43,-26457,Yarmoliuk
121,,139,139,0,4585382,False,43,-3521,Zanka
122,,-2047,-2047,0,4585382,False,50,71254,Adingra
123,,-4,-4,0,4585382,False,44,-10724,Alzate
124,,-1,-1,0,4585382,False,45,-4597,Ayari
125,,-136,-136,0,4585382,False,47,2268,Buonanotte
126,,-147,-147,0,4585382,False,45,-205462,Caicedo
127,,0,0,0,4585382,False,45,-3933,Connolly
128,,-3,-3,0,4585382,False,48,-10900,Dahoud
129,,-3951,-3951,0,4585382,False,52,162367,Dunk
130,,-14,-14,0,4585382,False,50,-339073,Enciso
131,,-11281,-11281,0,4585382,False,49,-2814043,Estupiñan
132,,-1321,-1321,-1,4585382,False,57,-257451,Ferguson
133,,-46,-46,-1,4585382,False,48,5635,Gilmour
134,,-17410,-17410,-1,4585382,False,65,536129,Gross
135,,-1865,-1865,0,4585382,True,52,-1793405,João Pedro
136,,0,0,0,4585382,False,40,-2409,Karbownik
137,,0,0,0,4585382,False,45,-135,Kozłowski
138,,3,3,0,4585382,False,49,-3901,Lallana
139,,-1573,-1573,0,4585382,False,39,-212738,Lamptey
140,,-70,-70,0,4585382,True,61,-225204,March
141,,-31,-31,0,4585382,False,39,-1901,McGill
142,,-6,-6,0,4585382,True,48,-15405,Milner
143,,-1614,-1614,0,4585382,True,64,-2526239,Mitoma
144,,-3,-3,0,4585382,False,44,-3391,Moder
145,,-439,-439,0,4585382,False,45,-101888,Sanchez
146,,0,0,0,4585382,False,45,-1591,Sarmiento
147,,0,0,0,4585382,False,40,-35,Scherpen
148,,-555,-555,0,4585382,False,42,-334718,Steele
149,,-2,-2,0,4585382,False,55,-4488,Undav
150,,-1823,-1823,0,4585382,False,41,233963,Van Hecke
151,,-23,-23,0,4585382,False,43,-70191,Veltman
152,,57,57,0,4585382,False,44,-11055,Verbruggen
153,,-28,-28,0,4585382,False,42,-17557,Webster
154,,-1194,-1194,0,4585382,False,57,-135664,Welbeck
155,,-23,-23,0,4585382,False,44,-79687,Zeqiri
156,,-241,-241,0,4585382,False,42,25704,Agyei
157,,-1198,-1198,0,4585382,True,38,154941,Al-Dakhil
158,,0,0,0,4585382,False,49,-2367,Bastien
159,,20,20,0,4585382,False,52,-13722,Benson
160,,-216,-216,0,4585382,False,39,-323699,Beyer
161,,255,255,0,4585382,False,47,-12597,Brownhill
162,,-1,-1,0,4585382,False,44,-2641,Churlinov
163,,2,2,0,4585382,False,48,-1982,Cork
164,,0,0,0,4585382,False,45,-2836,Costelloe
165,,151,151,0,4585382,False,50,-2927,Cullen
166,,-33,-33,0,4585382,False,39,-3325,Egan-Riley
167,,2,2,0,4585382,False,39,-11723,Ekdal
168,,-66,-66,0,4585382,False,47,-8159,Foster
169,,-22,-22,0,4585382,False,39,-5549,Franchi
170,,8,8,0,4585382,False,48,-2900,Gudmundsson
171,,0,0,0,4585382,False,40,-1791,McNally
172,,3,3,0,4585382,False,43,-16078,Muric
173,,1186,1186,0,4585382,False,44,496,O'Shea
174,,0,0,0,4585382,False,49,-3484,Obafemi
175,,-1,-1,0,4585382,False,40,-1083,Peacock-Farrell
176,,-19,-19,0,4585382,False,43,-18694,Roberts
177,,68,68,0,4585382,False,53,-12857,Rodriguez
178,,852,852,0,4585382,False,40,276278,Taylor
179,,-2,-2,0,4585382,False,40,-1414,Thomas
180,,0,0,0,4585382,False,49,-2575,Twine
181,,-4,-4,0,4585382,False,39,482,Vigouroux
182,,367,367,0,4585382,False,44,-6160,Vitinho
183,,-1,-1,0,4585382,False,55,-15014,Weghorst
184,,0,0,0,4585382,False,46,-10789,Zaroury
185,,0,0,0,4585382,False,40,-929,Ampadu
186,,-6,-6,0,4585382,False,42,-8120,Andrey
187,,-8,-8,0,4585382,False,50,-83275,Arrizabalaga
188,,0,0,0,4585382,False,65,-2028,Aubameyang
189,,0,0,0,4585382,False,45,-100,Azpilicueta
190,,0,0,0,4585382,False,40,-292,Baba
191,,-25,-25,0,4585382,True,44,-1527,B.Badiashile
192,,-2,-2,0,4585382,False,40,-424,Bettinelli
193,,116,116,0,4585382,False,49,8789,Broja
194,,14,14,0,4585382,False,43,-15621,Chalobah
195,,-1068,-1068,0,4585382,True,54,-1026831,Chilwell
196,,-160,-160,0,4585382,False,42,-158618,Chukwuemeka
197,,-2844,-2844,0,4585382,True,47,-18155,Colwill
198,,57,57,0,4585382,False,48,-32090,Cucurella
199,,-211,-211,0,4585382,False,48,-216706,Enzo
200,,2407,2407,0,4585382,False,50,28600,D.D.Fofana
201,,0,0,0,4585382,True,44,-2510,W.Fofana
202,,-79,-79,0,4585382,False,54,-6545,Gallagher
203,,-75,-75,0,4585382,False,42,515167,Gusto
204,,-7,-7,0,4585382,False,42,-11170,Hall
205,,1236,1236,0,4585382,False,47,59343,Hudson-Odoi
206,,-125,-125,0,4585382,True,53,-1260056,James
207,,-1,-1,0,4585382,False,68,-52967,Lukaku
208,,-45,-45,0,4585382,False,53,-3849,Madueke
209,,-26,-26,0,4585382,True,68,-260645,Mount
210,,118,118,0,4585382,False,63,-203027,Mudryk
211,,516,516,0,4585382,False,68,-1101741,N.Jackson
212,,-348,-348,0,4585382,True,72,-84131,Nkunku
213,,0,0,0,4585382,False,55,-406,Pulisic
214,,1,1,0,4585382,False,43,-5036,M.Sarr
215,,0,0,0,4585382,False,40,-4288,Slonina
216,,-1745,-1745,0,4585382,False,69,201594,Sterling
217,,-395,-395,0,4585382,False,50,-41985,T.Silva
218,,-1,-1,0,4585382,False,54,-15496,Ziyech
219,,-139,-139,0,4585382,False,43,16021,Ahamada
220,,-8337,-8337,0,4585382,False,47,1140311,Andersen
221,,-268,-268,0,4585382,False,54,-2781,J.Ayew
222,,-8,-8,0,4585382,False,43,-5091,Clyne
223,,-3,-3,0,4585382,True,49,-3722,C.Doucouré
224,,-3,-3,0,4585382,False,44,-4137,Ebiowei
225,,-526,-526,0,4585382,False,54,-85434,Edouard
226,,-1947,-1947,0,4585382,False,60,-1227437,Eze
227,,-17,-17,0,4585382,False,44,-68870,Guaita
228,,-682,-682,0,4585382,True,42,-31591,Guéhi
229,,-1,-1,0,4585382,False,49,-121,Hughes
230,,-740,-740,0,4585382,False,44,-28938,Johnstone
231,,-57,-57,0,4585382,False,47,-26342,Lerma
232,,-985,-985,0,4585382,False,49,47819,Mateta
233,,-13,-13,0,4585382,False,39,-2862,Matthews
234,,-1918,-1918,0,4585382,False,45,231855,Mitchell
235,,-3,-3,0,4585382,False,40,-10105,O'Brien
236,,-335,-335,0,4585382,True,56,11917,Olise
237,,0,0,0,4585382,False,45,-1589,Plange
238,,62,62,0,4585382,False,39,58184,C.Richards
239,,-20,-20,0,4585382,False,43,-1456,Riedewald
240,,-43,-43,0,4585382,True,48,-9423,Schlupp
241,,-38,-38,0,4585382,False,40,-49024,Tomkins
242,,-66,-66,0,4585382,False,45,-9793,Ward
243,,-39,-39,0,4585382,False,39,-26793,Whitworth
244,,-3,-3,0,4585382,False,44,-18170,André Gomes
245,,-3203,-3203,0,4585382,False,42,581828,Branthwaite
246,,-678,-678,0,4585382,False,58,-20270,Calvert-Lewin
247,,-18,-18,0,4585382,False,44,-2902,Coleman
248,,-2,-2,0,4585382,True,48,-2848,Dele
249,,-356,-356,0,4585382,False,55,9286,A.Doucoure
250,,-55,-55,0,4585382,False,49,2084,Garner
251,,0,0,0,4585382,False,44,-2176,Gbamin
252,,-16,-16,0,4585382,False,43,-6748,Godfrey
253,,0,0,0,4585382,False,53,-29207,Gray
254,,-5,-5,0,4585382,False,48,-2950,Gana
255,,-14,-14,0,4585382,False,40,-133731,Holgate
256,,5970,5970,0,4585382,False,53,-27909,Iwobi
257,,-42,-42,0,4585382,False,43,-11677,Keane
258,,263,263,0,4585382,False,49,20138,Maupay
259,,-322,-322,0,4585382,False,54,12355,McNeil
260,,-5360,-5360,0,4585382,False,46,518063,Mykolenko
261,,-32,-32,0,4585382,False,47,-12574,Onana
262,,-34,-34,0,4585382,False,43,-9631,Patterson
263,,-4029,-4029,0,4585382,False,46,-238633,Pickford
264,,0,0,0,4585382,False,45,-3700,Simms
265,,-5099,-5099,0,4585382,False,46,337134,Tarkowski
266,,-62,-62,0,4585382,False,39,-12618,J.Virginia
267,,1247,1247,0,4585382,False,53,-29311,Andreas
268,,-3,-3,0,4585382,False,49,1924,Cairney
269,,-1,-1,0,4585382,False,50,-1011,I.Cavaleiro
270,,-5,-5,0,4585382,False,53,-305,De Cordova-Reid
271,,79,79,0,4585382,False,44,-26791,Diop
272,,-2,-2,0,4585382,False,44,-1760,Francois
273,,0,0,0,4585382,False,44,-7162,Knockaert
274,,-2,-2,0,4585382,False,40,-9771,Kongolo
275,,1227,1227,0,4585382,False,48,664609,Leno
276,,86,86,0,4585382,False,43,-13613,Lukić
277,,-4,-4,0,4585382,False,40,-38364,Mbabu
278,,-4,-4,0,4585382,False,74,-341730,Mitrović
279,,5828,5828,0,4585382,False,45,255860,Muniz
280,,69,69,0,4585382,False,50,468,J.Palhinha
281,,179,179,0,4585382,False,45,-7515,Ream
282,,13,13,0,4585382,False,45,-61457,Reed
283,,9879,9879,0,4585382,False,45,215767,Robinson
284,,-16,-16,0,4585382,False,39,-9389,Rodák
285,,46,46,0,4585382,False,44,-38316,Tete
286,,290,290,0,4585382,False,43,12760,Tosin
287,,-108,-108,0,4585382,False,45,-295938,Vinícius
288,,314,314,0,4585382,False,53,-106,Wilson
289,,-27,-27,0,4585382,False,39,-10134,Adrián
290,,-3253,-3253,0,4585382,True,85,-1004861,Alexander-Arnold
291,,-4256,-4256,0,4585382,True,58,-136844,A.Becker
292,,-1,-1,0,4585382,True,47,-3998,Bajcetic
293,,-4124,-4124,0,4585382,False,75,-44169,Darwin
294,,-2595,-2595,0,4585382,True,80,-137705,Diogo J.
295,,-416,-416,0,4585382,False,48,9439,Elliott
296,,0,0,0,4585382,False,50,-1116,Fabinho
297,,-1438,-1438,0,4585382,False,72,-394357,Gakpo
298,,-822,-822,0,4585382,False,46,130977,Gomez
299,,0,0,0,4585382,False,50,-815,Henderson
300,,-74,-74,0,4585382,True,49,-6875,Jones
301,,1793,1793,0,4585382,False,38,426298,Kelleher
302,,-2272,-2272,0,4585382,False,49,17412,Konaté
303,,-10736,-10736,0,4585382,False,75,278366,Luis Díaz
304,,1232,1232,0,4585382,False,58,-792378,Mac Allister
305,,-22,-22,0,4585382,True,48,-13759,Matip
306,,-3,-3,0,4585382,False,40,-16714,Phillips
307,,-1085,-1085,0,4585382,False,64,-94701,Robertson
308,,-1739,-1739,0,4585382,False,130,-741416,Salah
309,,-81,-81,0,4585382,False,71,-135738,Szoboszlai
310,,-7,-7,0,4585382,True,47,-17798,Thiago
311,,-514,-514,0,4585382,False,45,99296,Tsimikas
312,,0,0,0,4585382,False,40,-2550,Van den Berg
313,,-2459,-2459,1,4585382,False,65,842220,Virgil
314,,-2620,-2620,0,4585382,False,49,49453,Adebayo
315,,-132,-132,0,4585382,True,39,-26262,Andersen
316,,-2706,-2706,0,4585382,True,39,-454039,Bell
317,,6,6,0,4585382,False,46,-4913,Berry
318,,207,207,0,4585382,False,40,11073,Burke
319,,0,0,0,4585382,False,49,-3734,Campbell
320,,114,114,0,4585382,False,48,689,Clark
321,,24006,24006,0,4585382,False,47,1545395,Doughty
322,,0,0,0,4585382,False,49,-1882,Freeman
323,,-23,-23,0,4585382,False,40,-43933,Macey
324,,-22,-22,0,4585382,False,45,-232823,McAtee
325,,0,0,0,4585382,False,45,-1494,Mendes
326,,16059,16059,0,4585382,False,52,1024263,Morris
327,,-5,-5,0,4585382,False,45,-17742,Muskwe
328,,1600,1600,0,4585382,False,49,13222,Ogbene
329,,0,0,0,4585382,False,50,-203,Onyedinma
330,,-198,-198,0,4585382,False,44,9071,Osho
331,,-2,-2,0,4585382,False,45,-17005,Pepple
332,,-2,-2,0,4585382,False,44,-16143,Pereira
333,,-47,-47,0,4585382,True,39,-1101,Potts
334,,0,0,0,4585382,False,44,-4543,Rea
335,,8,8,0,4585382,False,43,-10486,Shea
336,,-2,-2,0,4585382,False,45,-25815,Taylor
337,,0,0,0,4585382,False,45,-613,Thorpe
338,,-2,-2,0,4585382,False,40,-883,Walton
339,,-9,-9,0,4585382,False,44,-25795,Watson
340,,319,319,0,4585382,False,43,-18910,Woodrow
341,,-729,-729,0,4585382,False,49,-167806,Akanji
342,,-5502,-5502,0,4585382,False,51,397197,Aké
343,,-15058,-15058,0,4585382,False,65,1127434,J.Alvarez
344,,-1807,-1807,0,4585382,False,62,-224729,Bernardo
345,,-35,-35,0,4585382,False,44,1567,Bobb
346,,-20,-20,0,4585382,False,58,-251597,Cancelo
347,,20,20,0,4585382,False,38,-1323,Carson
348,,0,0,0,4585382,False,45,-38,Charles
349,,-52860,-52860,-1,4585382,False,105,704341,De Bruyne
350,,-1537,-1537,0,4585382,False,55,-150120,Rúben
351,,-31,-31,0,4585382,False,44,1921,Doyle
352,,-10918,-10918,0,4585382,False,55,-215615,Ederson M.
353,,-34536,-34536,0,4585382,False,82,2543358,Foden
354,,-141,-141,0,4585382,True,72,-418478,Grealish
355,,-40995,-40995,0,4585382,False,144,-1424501,Haaland
356,,-2,-2,0,4585382,False,47,-77245,Kovačić
357,,0,0,0,4585382,False,49,-32269,Laporte
358,,-53,-53,0,4585382,False,42,-26368,R.Lewis
359,,-1,-1,0,4585382,False,75,-5642,Mahrez
360,,-817,-817,0,4585382,False,44,70917,McAtee
361,,1245,1245,0,4585382,False,37,-1620,Ortega Moreno
362,,-10510,-10510,0,4585382,False,57,3521750,Palmer
363,,0,0,0,4585382,False,44,-1969,Perrone
364,,-1,-1,0,4585382,False,47,-1821,Phillips
365,,-2104,-2104,0,4585382,False,56,-29989,Rodrigo
366,,76,76,0,4585382,False,38,-16535,Sergio Gómez
367,,-18,-18,0,4585382,False,39,-3994,Steffen
368,,836,836,0,4585382,False,53,-2107089,Stones
369,,-8201,-8201,0,4585382,False,54,995984,Walker
370,,0,0,0,4585382,False,45,-724,Alex Telles
371,,-8,-8,0,4585382,False,44,-2599,Amad
372,,-26,-26,0,4585382,False,68,-85080,Antony
373,,-2877,-2877,0,4585382,False,82,-1636035,B.Fernandes
374,,-2,-2,0,4585382,False,40,-11973,B.Williams
375,,-2,-2,0,4585382,False,40,-14010,Bailly
376,,-89,-89,0,4585382,False,53,-304290,Casemiro
377,,-4725,-4725,0,4585382,False,52,392074,Dalot
378,,8064,8064,0,4585382,False,51,112890,Elanga
379,,-10,-10,0,4585382,False,58,-32638,Eriksen
380,,-3,-3,0,4585382,False,40,-20726,Fernandez
381,,0,0,0,4585382,False,50,-10533,Fred
382,,-7694,-7694,0,4585382,False,50,702028,Garnacho
383,,-11,-11,0,4585382,False,43,420,Hannibal
384,,-11,-11,0,4585382,False,40,-6196,Heaton
385,,-81,-81,0,4585382,False,44,-14018,Henderson
386,,-117,-117,0,4585382,False,45,-58,Lindelof
387,,-2003,-2003,0,4585382,True,42,89167,Maguire
388,,-630,-630,0,4585382,False,44,59978,Mainoo
389,,-1,-1,0,4585382,True,43,-4118,Malacia
390,,-13,-13,0,4585382,True,64,-15845,Martial
391,,-94,-94,0,4585382,True,47,-502701,Martinez
392,,-1563,-1563,0,4585382,False,46,119301,McTominay
393,,859,859,0,4585382,False,39,164046,Mengi
394,,-40,-40,0,4585382,False,42,-2301,Pellistri
395,,-377,-377,0,4585382,False,49,-158608,R.Varane
396,,-2233,-2233,0,4585382,False,84,-3508941,Rashford
397,,-10,-10,0,4585382,False,67,-63331,Sancho
398,,-346,-346,0,4585382,True,52,-2097493,Shaw
399,,-17,-17,0,4585382,False,44,-1756,Shoretire
400,,-1,-1,0,4585382,False,47,-3427,Van de Beek
401,,-154,-154,0,4585382,True,44,-145853,Wan-Bissaka
402,,-618,-618,-1,4585382,False,60,-451031,Almirón
403,,-71,-71,0,4585382,False,42,-391510,Anderson
404,,-1,-1,0,4585382,False,40,-2323,Ashby
405,,-990,-990,0,4585382,False,45,-1166299,Botman
406,,-772,-772,0,4585382,False,58,-114312,Bruno G.
407,,-1803,-1803,0,4585382,False,44,149307,Burn
408,,-1,-1,0,4585382,False,40,-1002,Darlow
409,,-1787,-1787,0,4585382,False,42,695157,Dubravka
410,,-1,-1,0,4585382,False,49,-3951,Fraser
411,,-12,-12,0,4585382,False,39,-632,Gillespie
412,,-31261,-31261,0,4585382,False,61,1379865,Gordon
413,,0,0,0,4585382,False,44,-4004,Hayden
414,,-1,-1,0,4585382,False,44,-4322,Hendrick
415,,-534,-534,0,4585382,False,75,-973448,Isak
416,,-29,-29,0,4585382,True,58,-79622,Joelinton
417,,1,1,0,4585382,False,44,-583,Krafth
418,,0,0,0,4585382,False,45,-656,Kuol
419,,-1203,-1203,0,4585382,False,39,210433,Lascelles
420,,0,0,0,4585382,False,40,-885,J.Lewis
421,,-350,-350,0,4585382,False,48,15953,Longstaff
422,,-2,-2,0,4585382,False,40,-3450,Manquillo
423,,11,11,0,4585382,False,48,-15175,J.Murphy
424,,-432,-432,0,4585382,True,53,-693365,Pope
425,,-64,-64,0,4585382,False,43,-261,Ritchie
426,,0,0,0,4585382,False,60,-5394,Saint-Maximin
427,,-3877,-3877,0,4585382,False,54,677419,Schär
428,,2,2,0,4585382,False,42,-12435,Targett
429,,-38,-38,0,4585382,False,52,-154647,Tonali
430,,-48258,-48258,0,4585382,True,68,-176739,Trippier
431,,-5,-5,0,4585382,False,40,-8516,Watts
432,,5,5,0,4585382,False,53,-16105,Willock
433,,-225,-225,0,4585382,True,78,-614509,Wilson
434,,0,0,0,4585382,False,45,-1142,B.Aguilera
435,,-10,-10,0,4585382,False,43,1933,Arter
436,,-71,-71,0,4585382,False,45,-15852,Aurier
437,,4757,4757,0,4585382,False,63,29235,Awoniyi
438,,0,0,0,4585382,False,39,-8127,Biancone
439,,1065,1065,0,4585382,False,45,3165,Boly
440,,0,0,0,4585382,False,45,-353,Bowler
441,,0,0,0,4585382,False,45,-2349,Cook
442,,88,88,0,4585382,False,53,-7679,Danilo
443,,-2,-2,0,4585382,False,48,-45892,Dennis
444,,-3,-3,0,4585382,False,40,-10013,Dräger
445,,64,64,0,4585382,False,44,-1371,Felipe
446,,0,0,0,4585382,False,49,-1901,Freuler
447,,10126,10126,0,4585382,False,57,-90650,Gibbs-White
448,,8,8,0,4585382,False,39,-12060,Hennessey
449,,-8,-8,0,4585382,False,43,-7236,Horvath
450,,7346,7346,0,4585382,False,58,13714,Johnson
451,,5,5,0,4585382,False,48,-1551,Kouyaté
452,,0,0,0,4585382,False,45,-506,Laryea
453,,-3,-3,0,4585382,False,50,-1509,Mangala
454,,-2,-2,0,4585382,False,40,-7344,Mbe Soh
455,,-8,-8,0,4585382,False,44,-5609,McKenna
456,,0,0,0,4585382,False,44,-2512,Mighten
457,,356,356,0,4585382,False,45,677,Niakhaté
458,,-1,-1,0,4585382,False,49,-1146,O'Brien
459,,0,0,0,4585382,False,45,-391,Ojeda
460,,-3,-3,0,4585382,False,40,-9146,Panzo
461,,-1,-1,0,4585382,False,44,-3837,O.Richards
462,,0,0,0,4585382,False,45,-5128,G.Scarpa
463,,0,0,0,4585382,False,48,-2591,J.Shelvey
464,,-5,-5,0,4585382,False,45,-27778,Surridge
465,,2505,2505,0,4585382,False,44,11964,Toffolo
466,,-21,-21,0,4585382,False,44,-106960,Ui-jo
467,,1709,1709,0,4585382,False,43,-2078,Williams
468,,2553,2553,0,4585382,False,48,-5072,Wood
469,,-6,-6,0,4585382,False,43,-5017,Worrall
470,,10,10,0,4585382,False,48,-2187,Yates
471,,-60,-60,0,4585382,False,43,-27427,Ahmedhodžić
472,,-27,-27,0,4585382,False,39,-3764,Amissah
473,,-260,-260,0,4585382,False,38,-809317,Baldock
474,,-46,-46,0,4585382,True,39,-18188,Basham
475,,73,73,0,4585382,False,46,-9100,Berge
476,,73,73,0,4585382,False,45,2342,Bogle
477,,-12,-12,0,4585382,True,49,-4989,Brewster
478,,-6,-6,0,4585382,False,44,-2144,Coulibaly
479,,-5,-5,0,4585382,False,40,-5798,A.Davies
480,,-7,-7,0,4585382,True,43,-10836,Egan
481,,-4,-4,0,4585382,False,49,-724,Fleck
482,,-118,-118,0,4585382,False,45,-6639,Foderingham
483,,-1,-1,0,4585382,True,48,-1023,Jebbison
484,,-3,-3,0,4585382,True,43,-5694,Lowe
485,,-36,-36,0,4585382,False,54,-1839,McBurnie
486,,0,0,0,4585382,False,55,-2166,Ndiaye
487,,-45,-45,0,4585382,True,39,5935,Norrington-Davies
488,,-5,-5,0,4585382,False,48,-1074,Norwood
489,,-5,-5,0,4585382,False,48,-1984,Osborn
490,,-263,-263,0,4585382,False,43,-63678,Osula
