player_ids,price_change_this_night,net_transfers_in_out_since_last_price_change,net_transfers_in_out_this_day,price_change_so_far_for_this_event ,total_active_players_estimate,players_injured,player_prices_today,net_transfers_in_out_overall_as_of_today,player_name
491,,-38,-38,0,4585382,False,39,-6197,Austin
492,,15,15,0,4585382,False,54,1694,Bentancur
493,,27,27,0,4585382,False,50,-11633,Bissouma
494,,2,2,0,4585382,False,49,-35,Bryan
495,,-9,-9,0,4585382,False,43,-39819,Davies
496,,-33,-33,0,4585382,False,42,-74018,Dier
497,,-51,-51,0,4585382,False,43,-33820,E.Royal
498,,-935,-935,0,4585382,True,38,-184835,Forster
499,,8,8,0,4585382,False,52,-35337,Højbjerg
500,,-2,-2,0,4585382,False,125,-321174,Kane
501,,10399,10399,0,4585382,False,68,93912,Kulusevski
502,,-60,-60,0,4585382,False,47,-44095,Lloris
503,,-3,-3,0,4585382,False,48,-8338,Lo Celso
504,,62277,62277,1,4585382,False,80,-94676,Maddison
505,,-9,-9,0,4585382,False,44,-38251,Ndombele
506,,53585,53585,1,4585382,False,58,1319433,Pedro Porro
507,,-20,-20,0,4585382,False,47,-234702,Perišić
508,,1810,1810,0,4585382,False,44,196833,Reguilón
509,,-11819,-11819,-1,4585382,True,69,-4636,Richarlison
510,,-3,-3,0,4585382,False,40,-14605,Rodon
511,,35077,35077,0,4585382,False,50,649967,Romero
512,,0,0,0,4585382,False,44,-12644,Sánchez
513,,499,499,0,4585382,False,44,57305,Sarr
514,,8,8,0,4585382,True,44,-360,Sessegnon
515,,-2,-2,0,4585382,False,45,-15397,Skipp
516,,126931,126931,1,4585382,False,99,2154815,Son
517,,-13,-13,0,4585382,False,40,-40643,Spence
518,,-18,-18,0,4585382,False,40,-57346,Tanganga
519,,16492,16492,0,4585382,False,49,592738,Udogie
520,,5895,5895,0,4585382,False,53,582797,Vicario
521,,-48,-48,0,4585382,False,39,-7762,Whiteman
522,,159,159,0,4585382,False,44,-23117,N.Aguerd
523,,504,504,0,4585382,False,57,-133161,Antonio
524,,3982,3982,0,4585382,False,43,1554508,Areola
525,,-25,-25,0,4585382,False,56,-63118,Benrahma
526,,31305,31305,1,4585382,False,80,1945142,Bowen
527,,6,6,0,4585382,True,52,-4516,Cornet
528,,6155,6155,0,4585382,False,46,235544,Coufal
529,,-4,-4,0,4585382,False,43,-4542,Coventry
530,,193,193,0,4585382,False,42,-64610,Cresswell
531,,-1,-1,0,4585382,False,50,-1892,Downes
532,,-2545,-2545,0,4585382,False,44,241367,Emerson
533,,-100,-100,0,4585382,False,42,-175708,Fabianski
534,,-5,-5,0,4585382,False,46,-7058,P.Fornals
535,,531,531,0,4585382,False,56,-125262,Ings
536,,7,7,0,4585382,False,44,-3370,Johnson
537,,-6,-6,0,4585382,False,42,-9731,Kehrer
538,,-384,-384,-1,4585382,False,41,-645462,Mubama
539,,3694,3694,0,4585382,False,60,-44584,L.Paquetá
540,,-1124,-1124,1,4585382,False,55,-90661,Rice
541,,0,0,0,4585382,False,60,-5005,Scamacca
542,,255,255,0,4585382,False,49,-4342,Souček
543,,-4,-4,0,4585382,False,45,-13856,Vlašić
544,,1472,1472,0,4585382,False,45,37879,Zouma
545,,1138,1138,0,4585382,False,45,106857,Aït-Nouri
546,,-238,-238,0,4585382,False,39,41829,Bentley
547,,-9,-9,0,4585382,False,40,-49166,Bolla
548,,-4,-4,0,4585382,False,44,-7055,H.Bueno
549,,0,0,0,4585382,False,45,-771,Chiquinho
550,,0,0,0,4585382,False,45,-1979,Cundle
551,,-1968,-1968,0,4585382,False,45,64835,Dawson
552,,-11,-11,0,4585382,False,52,-17072,Fábio Silva
553,,-4,-4,0,4585382,False,42,-10344,Giles
554,,0,0,0,4585382,False,54,-6754,Guedes
555,,-5,-5,0,4585382,False,44,-6041,Hodge
556,,0,0,0,4585382,False,40,-5434,Hoever
557,,-6016,-6016,0,4585382,True,55,279481,Hee Chan
558,,-54,-54,0,4585382,False,50,-70864,Raúl
559,,-225,-225,0,4585382,False,49,7870,João Gomes
560,,-5,-5,0,4585382,False,43,-4401,J.Otto
561,,-23,-23,0,4585382,False,43,-6816,Jordão
562,,-4,-4,0,4585382,False,49,-8521,Kalajdžić
563,,-2204,-2204,0,4585382,False,45,117828,Kilman
564,,-32,-32,0,4585382,False,39,-16075,King
565,,-146,-146,0,4585382,False,49,4628,Mario Jr.
566,,-8,-8,0,4585382,False,47,-15691,Matheus N.
567,,-11762,-11762,0,4585382,False,57,392603,Neto
568,,0,0,0,4585382,False,53,-10910,Podence
569,,-442,-442,0,4585382,False,50,14035,José Sá
570,,-1061,-1061,0,4585382,False,47,35282,Sarabia
571,,-14,-14,0,4585382,False,40,-29746,Šarkić
572,,-461,-461,0,4585382,False,45,32470,N.Semedo
573,,-203,-203,0,4585382,False,44,16362,Toti
574,,-38,-38,0,4585382,False,43,-24584,Boubacar Traore
575,,-17,-17,0,4585382,True,42,-10013,Lockyer
576,,-17,-17,0,4585382,False,43,-3278,Robinson
577,,6,6,0,4585382,False,43,-3426,Ogbonna
578,,-3,-3,0,4585382,False,48,-1409,Nelson
579,,-10,-10,0,4585382,False,39,-1828,Lonergan
580,,-20,-20,0,4585382,False,39,-2635,Karius
581,,-41,-41,0,4585382,False,39,6666,Dummett
582,,1,1,0,4585382,False,47,-3442,Mpanzu
583,,2,2,0,4585382,True,51,-9947,Solomon
584,,707,707,0,4585382,False,46,111416,Pau
585,,-8,-8,0,4585382,True,46,-467889,J.Timber
586,,94,94,0,4585382,False,47,32117,Chong
587,,-10,-10,0,4585382,True,47,-4567,Slimane
588,,-63,-63,0,4585382,False,44,-41500,Young
589,,0,0,0,4585382,False,50,-1007,Ângelo
590,,-1810,-1810,0,4585382,True,55,105555,Cunha
591,,276,276,0,4585382,False,53,-19286,Willian
592,,-4,-4,0,4585382,False,43,-3198,Larouci
593,,0,0,0,4585382,False,51,-5384,T.Bénie
594,,328,328,0,4585382,False,53,6661,Amdouni
595,,-3147,-3147,0,4585382,False,44,101000,Kerkez
596,,809,809,0,4585382,False,45,-10513,Trafford
597,,1869,1869,0,4585382,False,48,-1475008,Onana
598,,-72,-72,0,4585382,False,43,-8794,Doherty
599,,1198,1198,0,4585382,False,63,-97057,Diaby
600,,-3,-3,0,4585382,True,47,-4164,Redmond
601,,-4,-4,0,4585382,True,52,-10245,Danjuma
602,,1722,1722,0,4585382,False,40,-303383,Kaboré
603,,-194,-194,0,4585382,False,62,-247012,Barnes
604,,10,10,0,4585382,False,45,-937,Aina
605,,-1,-1,0,4585382,True,48,-564,Koleosho
606,,-12,-12,0,4585382,False,43,-5518,Igor
607,,-3,-3,0,4585382,False,43,-4124,Radu
608,,18,18,0,4585382,False,48,-662,Bruun Larsen
609,,-2,-2,0,4585382,False,51,-8065,Maatsen
610,,3172,3172,0,4585382,False,44,3873,Bassey
611,,-420,-420,0,4585382,False,49,120095,Disasi
613,,-16,-16,0,4585382,True,44,-3777,Ugochukwu
614,,1845,1845,0,4585382,False,45,73559,Kaminski
615,,-16,-16,0,4585382,True,48,-459,Matheus França
616,,-242,-242,0,4585382,False,48,-152539,Gvardiol
617,,-3542,-3542,0,4585382,True,70,229302,Højlund
618,,-2,-2,0,4585382,False,45,-798,Kellyman
619,,-22,-22,0,4585382,False,40,-4656,Greenwood
620,,-3,-3,0,4585382,False,45,-460,Olakigbe
621,,-73,-73,0,4585382,True,45,3782,Hinshelwood
622,,-1,-1,0,4585382,False,40,-3153,Dodgson
623,,-2,-2,0,4585382,False,45,-9956,Burstow
624,,-2,-2,0,4585382,False,45,226,Dobbin
625,,-4,-4,0,4585382,False,39,-361,De Fougerolles
626,,20,20,0,4585382,False,40,7896,Quansah
627,,1,1,0,4585382,False,44,-412,Clark
628,,0,0,0,4585382,True,43,-2923,Doak
629,,-2,-2,0,4585382,False,44,-452,McConnell
630,,7136,7136,0,4585382,False,50,308100,Barkley
631,,-10,-10,0,4585382,True,49,-2731,Brown
632,,-14,-14,0,4585382,True,44,-116,Forson
633,,-224,-224,0,4585382,False,41,51002,Livramento
634,,-35,-35,0,4585382,False,39,69,A.Murphy
635,,-106,-106,0,4585382,False,45,11621,Miley
636,,-4,-4,0,4585382,False,39,-1510,G.Shelvey
637,,27,27,0,4585382,False,39,2339,Powell
638,,-66,-66,0,4585382,False,50,947,Vini Souza
639,,-4537,-4537,0,4585382,False,44,116359,Van de Ven
640,,3,3,0,4585382,False,45,-21889,Scarlett
641,,-3,-3,0,4585382,False,54,-3887,Veliz
642,,74,74,0,4585382,False,50,-1038,Álvarez
643,,-12,-12,0,4585382,True,44,-3331,Aarons
644,,-53,-53,0,4585382,False,49,1062,Scott
645,,-7,-7,0,4585382,False,48,-2275,Y. Chermiti
646,,-2,-2,0,4585382,False,40,504,Hein
647,,11,11,0,4585382,False,40,992,Anang
648,,0,0,0,4585382,False,40,-729,Francis-Clarke
649,,-2,-2,0,4585382,False,45,-1366,Cannon
650,,-2,-2,0,4585382,False,44,106,Onyango
651,,-2,-2,0,4585382,False,45,-801,Stansfield
652,,3,3,0,4585382,False,45,20,Dibley-Dias
653,,-12,-12,0,4585382,False,39,109,Seriki
654,,0,0,0,4585382,False,45,-1315,Marsh
655,,1,1,0,4585382,False,44,535,Brooks
656,,-5,-5,0,4585382,False,44,-575,Hackford
657,,-2,-2,0,4585382,True,45,194,Rak-Sakyi
658,,-6,-6,0,4585382,False,45,-2532,Gordon
659,,-8,-8,0,4585382,False,39,168,Bergström
660,,250,250,0,4585382,False,50,3616,Odobert
661,,-166,-166,0,4585382,False,55,7247,Harrison
662,,38,38,0,4585382,False,49,896,Adama
663,,-42,-42,0,4585382,False,49,5737,Hamer
664,,3581,3581,0,4585382,False,59,605139,Ward-Prowse
665,,29,29,0,4585382,False,44,56,Krul
666,,-3,-3,0,4585382,False,50,-124,T.Davies
667,,0,0,0,4585382,True,49,-247,Lavia
668,,94,94,0,4585382,False,54,2716,Endo
669,,-3,-3,0,4585382,False,40,349,Vítek
670,,-4,-4,0,4585382,False,40,335,Marschall
671,,0,0,0,4585382,False,40,-376,Humphreys
672,,17,17,0,4585382,False,54,697,Zaniolo
673,,1,1,0,4585382,False,49,57,Adams
674,,5,5,0,4585382,False,40,847,Delcroix
675,,-6,-6,0,4585382,True,50,778,A.Ramsey
676,,109,109,0,4585382,False,45,12425,Mavropanos
677,,-9,-9,0,4585382,False,45,1945,Deivid
678,,-912,-912,0,4585382,False,64,144860,Doku
679,,0,0,0,4585382,False,44,2268,G.Montiel
680,,-2,-2,0,4585382,False,40,-1,Beach
681,,-1,-1,0,4585382,False,45,-13,Diego Moreira
682,,-13,-13,0,4585382,True,40,725,Johnson
683,,-2,-2,0,4585382,False,45,347,Harris
684,,2,2,0,4585382,False,45,443,Brierley
685,,0,0,0,4585382,False,45,12,Gore
686,,-3,-3,0,4585382,False,40,619,Zych
687,,-137,-137,0,4585382,False,45,101111,Petrović
688,,3640,3640,0,4585382,False,45,80478,Castagne
689,,9361,9361,0,4585382,False,68,353442,Kudus
690,,-4,-4,0,4585382,False,45,2933,Baleba
691,,-53,-53,0,4585382,False,57,6613,Beto
692,,20,20,0,4585382,False,40,1293,Benda
693,,-10,-10,0,4585382,False,40,1281,Thomas
694,,0,0,0,4585382,False,49,-72,Massengo
695,,-22,-22,0,4585382,False,40,4978,Altay
696,,3366,3366,0,4585382,False,45,19735,Murillo
697,,-4,-4,0,4585382,False,45,314,S.Bueno
698,,-6,-6,0,4585382,False,50,64,González
699,,70,70,0,4585382,False,45,24606,Lenglet
700,,-29,-29,0,4585382,False,64,13761,Ansu Fati
701,,6,6,0,4585382,False,45,2093,Ghoddos
702,,-7,-7,0,4585382,False,40,882,Phillips
703,,-65,-65,0,4585382,False,40,70239,Evans
704,,-36,-36,0,4585382,False,45,4027,Fraser
705,,-459,-459,0,4585382,False,55,7137,Sinisterra
706,,49,49,0,4585382,False,53,307,M.Trésor
707,,177,177,0,4585382,False,45,1306,Ballo-Touré
708,,-17,-17,0,4585382,False,50,2882,Gravenberch
709,,-13,-13,0,4585382,False,50,3003,Amrabat
710,,94,94,0,4585382,False,45,1763,Odysseas
711,,120,120,0,4585382,False,45,326,Omobamidele
712,,81,81,0,4585382,False,50,1692,Dominguez
713,,9,9,0,4585382,False,49,144,Sangaré
714,,250,250,0,4585382,False,50,7478,Origi
715,,-36,-36,0,4585382,False,49,880,Bellegarde
716,,-6,-6,0,4585382,False,40,1234,Gilchrist
717,,4,4,0,4585382,False,45,1114,Stutter
718,,0,0,0,4585382,False,45,75,Matos
719,,-1,-1,0,4585382,False,45,207,Hunt
720,,-3,-3,0,4585382,False,45,568,Ola-Adebomi
721,,-2,-2,0,4585382,False,45,264,Ozoh
722,,-7,-7,0,4585382,False,45,1753,Donley
723,,-5,-5,0,4585382,False,40,233,Brooking
724,,-1,-1,0,4585382,False,45,161,Raymond
725,,16,16,0,4585382,False,40,983,Kim Ji-Soo
726,,-1,-1,0,4585382,False,40,25,Chambers
727,,90,90,0,4585382,False,50,7809,Townsend
728,,-1,-1,0,4585382,False,39,1238,Scanlon
729,,-1,-1,0,4585382,False,45,54,Luker
730,,-1,-1,0,4585382,False,44,143,Oné
731,,-1,-1,0,4585382,False,40,51,Buyabu
732,,7,7,0,4585382,False,40,513,Tanton
733,,6,6,0,4585382,False,40,1714,Adedokun
734,,4,4,0,4585382,False,45,423,Nelson
735,,0,0,0,4585382,False,45,80,Sagoe
736,,0,0,0,4585382,False,40,1071,Walters
737,,0,0,0,4585382,False,45,29,Ibrahim
738,,0,0,0,4585382,False,45,331,Diallo
739,,-6,-6,0,4585382,False,45,1200,Parkinson
740,,-6,-6,0,4585382,False,40,597,Dorrington
741,,0,0,0,4585382,False,45,1522,O’Mahony
742,,0,0,0,4585382,False,45,264,Baker-Boaitey
743,,0,0,0,4585382,False,45,33,Nyoni
744,,0,0,0,4585382,False,45,1,Peart-Harris
745,,-2,-2,0,4585382,False,44,194,Ndiweni
746,,-8,-8,0,4585382,False,40,1625,Jackson
747,,-2,-2,0,4585382,False,44,210,Duffus
748,,-1,-1,0,4585382,False,45,51,Hugill
749,,-2,-2,0,4585382,False,45,90,Whittingham
750,,1,1,0,4585382,False,44,182,Chirewa
751,,-33,-33,0,4585382,False,40,1395,Hubner
752,,15,15,0,4585382,False,40,594,Angelini
753,,3,3,0,4585382,False,40,225,Kavanagh
754,,2,2,0,4585382,False,45,136,Yago Santiago
755,,-3,-3,0,4585382,False,45,88,Barrington
756,,0,0,0,4585382,False,40,-24,Pitaluga
757,,-1505,-1505,0,4585382,False,41,672347,Bradley
758,,-2,-2,0,4585382,False,45,32,Castledine
759,,-1,-1,0,4585382,False,44,116,Peck
760,,1,1,0,4585382,False,45,32,Metcalfe
761,,0,0,0,4585382,False,40,-17,Campbell
762,,0,0,0,4585382,False,45,25,Susoho
763,,0,0,0,4585382,False,40,121,Adaramola
764,,-1,-1,0,4585382,False,45,94,Lewis-Skelly
765,,1,1,0,4585382,False,40,376,Proctor
766,,-3,-3,0,4585382,False,39,1200,Kambwala
767,,-2,-2,0,4585382,False,45,60,O'Reilly
768,,-3,-3,0,4585382,False,40,-28,Bennett
769,,0,0,0,4585382,False,45,16,Hesketh
770,,-2,-2,0,4585382,False,45,219,Barnett
771,,0,0,0,4585382,False,45,43,Hamilton
772,,-2,-2,0,4585382,False,45,75,Nwaneri
773,,6,6,0,4585382,False,45,84,Orford
774,,0,0,0,4585382,False,40,565,Casey
775,,-120,-120,0,4585382,False,50,6408,Brereton Díaz
776,,7983,7983,0,4585382,False,63,94253,Werner
777,,477,477,0,4585382,False,42,3986,Drăgușin
778,,0,0,0,4585382,False,40,271,Wright
779,,4,4,0,4585382,False,45,104,McDonnell
780,,14,14,0,4585382,False,45,333,Osong
781,,13,13,0,4585382,False,45,579,Gardner
782,,0,0,0,4585382,False,45,-2,Beck
783,,-2,-2,0,4585382,False,45,232,Gordon
784,,3,3,0,4585382,False,40,300,Scarles
785,,0,0,0,4585382,False,45,10,Marshall
786,,-1,-1,0,4585382,False,45,55,Peupion
787,,-4,-4,0,4585382,False,45,152,Griffiths
788,,0,0,0,4585382,False,40,9,Mosquera
789,,4,4,0,4585382,False,40,255,Valdimarsson
790,,-10,-10,0,4585382,False,45,304,Grbić
791,,-2,-2,0,4585382,False,45,196,Casadei
792,,-46,-46,0,4585382,False,45,8944,Muñoz
793,,2,2,0,4585382,False,40,554,Kesler-Hayden
794,,-1,-1,0,4585382,False,45,215,White
795,,0,0,0,4585382,False,45,59,Hernes
796,,2,2,0,4585382,False,44,96,Sekularac
797,,8,8,0,4585382,False,40,480,Fredrick
798,,43,43,0,4585382,False,40,486,Hashioka
799,,-4,-4,0,4585382,False,50,34,Faivre
800,,-11,-11,0,4585382,False,50,405,N.Lemina
801,,-8,-8,-1,4585382,False,47,567,Reyna
802,,-1,-1,0,4585382,False,40,555,Kinsey
803,,0,0,0,4585382,False,50,334,Rogers
804,,46,46,0,4585382,False,50,1287,Enes Ünal
805,,93,93,0,4585382,False,40,5339,Assignon
806,,27,27,0,4585382,False,40,576,Estève
807,,-11,-11,0,4585382,False,50,914,Wharton
808,,1018,1018,0,4585382,False,45,6888,Sels
809,,9,9,0,4585382,False,45,462,Ribeiro
810,,8,8,0,4585382,False,45,125,King
811,,-4,-4,0,4585382,False,45,159,Sadi
812,,0,0,0,4585382,False,45,530,Koumas
813,,8,8,0,4585382,False,40,258,Mrozek
814,,3,3,0,4585382,False,45,41,Wright
815,,-3,-3,0,4585382,False,45,41,Bandeira
816,,-3,-3,0,4585382,False,40,871,Barco
817,,4,4,0,4585382,False,40,113,Sweet
818,,4,4,0,4585382,False,39,115,Gauci
819,,-1,-1,0,4585382,False,40,55,Samuels-Smith
820,,0,0,0,4585382,False,45,62,Harrison
821,,-4,-4,0,4585382,False,45,390,Umeh-Chibueze
822,,7,7,0,4585382,False,45,534,Blacker
823,,0,0,0,4585382,False,45,123,Arblaster
824,,-36,-36,0,4585382,False,44,2774,Danns
825,,1,1,0,4585382,False,45,29,Rodney
826,,-4,-4,0,4585382,False,45,20,Collyer
827,,-1,-1,0,4585382,False,40,38,Sasnauskas
828,,6,6,0,4585382,False,40,93,Curtis
829,,0,0,0,4585382,False,45,35,Earthy
830,,0,0,0,4585382,False,45,12,Tauriainen
831,,3,3,0,4585382,False,45,26,Piesold
832,,6,6,0,4585382,False,40,150,Okoduwa
833,,0,0,0,4585382,False,40,29,Ogunneye
834,,25,25,0,4585382,False,40,81,Arthur
835,,3,3,0,4585382,False,40,17,Mee
836,,12,12,0,4585382,False,45,78,Chiwome
837,,0,0,0,4585382,False,40,11,Nallo
838,,6,6,0,4585382,False,40,23,Acheampong
839,,0,0,0,4585382,False,45,6,Martins
