price_change_this_night,net_transfers_in_out_since_last_price_change,net_transfers_in_out_this_day,price_change_so_far_for_this_event ,total_active_players_estimate,players_injured,player_prices_today,net_transfers_in_out_overall_as_of_today,player_ids,player_name
,0,0,0,5281103,False,45,115779,687,Petrović
,0,0,0,5281103,False,40,884,716,Gilchrist
,0,0,0,5281103,False,45,1096,717,Stutter
,0,0,0,5281103,False,45,130,718,Matos
,0,0,0,5281103,False,40,266,723,Brooking
,0,0,0,5281103,False,45,47,758,Castledine
,0,0,0,5281103,False,45,78,791,Casadei
,0,0,0,5281103,True,43,-10047,7,Holding
,0,0,0,5281103,False,43,23497,219,Ahamada
,0,0,0,5281103,False,48,1234554,220,Andersen
,0,0,0,5281103,False,54,-10251,221,J.Ayew
,0,0,0,5281103,False,44,-4426,222,Clyne
,0,0,0,5281103,True,49,-3518,223,C.Doucouré
,0,0,0,5281103,False,44,-3875,224,Ebiowei
,0,0,0,5281103,False,54,-82829,225,Edouard
,0,0,0,5281103,False,60,-1211342,226,Eze
,0,0,0,5281103,False,44,-68050,227,Guaita
,0,0,0,5281103,False,44,121301,228,Guéhi
,0,0,0,5281103,False,49,18,229,Hughes
,0,0,0,5281103,False,45,-5093,230,Johnstone
,0,0,0,5281103,False,47,-26918,231,Lerma
,0,0,0,5281103,False,49,14329,232,Mateta
,0,0,0,5281103,False,39,-2487,233,Matthews
,0,0,0,5281103,False,46,254510,234,Mitchell
,0,0,0,5281103,False,40,-9951,235,O'Brien
,0,0,0,5281103,False,59,174685,236,Olise
,0,0,0,5281103,False,45,-1560,237,Plange
,0,0,0,5281103,False,39,9614,238,C.Richards
,0,0,0,5281103,False,43,-1716,239,Riedewald
,0,0,0,5281103,False,49,-8236,240,Schlupp
,0,0,0,5281103,False,40,-47756,241,Tomkins
,0,0,0,5281103,False,45,-10866,242,Ward
,0,0,0,5281103,False,39,-27798,243,Whitworth
,0,0,0,5281103,False,44,-9978,385,Henderson
,0,0,0,5281103,False,48,-671,615,Matheus França
,0,0,0,5281103,False,45,310,657,Rak-Sakyi
